ensembl_transcript_id_version,cds_length,percentage_gene_gc_content,gene
ENST00000313525.4,1083,42.76,DNAJC25
ENST00000313543.5,903,35.86,GIMAP7
ENST00000313546.8,1437,39.79,POC1B
ENST00000313565.10,1113,45.9,ZNF821
ENST00000313578.4,816,42.04,AQP11
ENST00000313582.6,1071,50.76,NFKBIB
ENST00000313601.11,1068,57.36,GNAI2
ENST00000313608.13,573,44.44,MRPS23
ENST00000313655.5,1182,41.9,DSCC1
ENST00000313663.11,5892,40.35,C2CD3
ENST00000313669.12,1326,50.12,COL26A1
ENST00000313683.15,1320,52.55,PNMA8A
ENST00000313695.11,2877,50.95,ARHGEF2
ENST00000313708.11,1776,39.97,EBF1
ENST00000313735.11,3462,51.35,NOS2
ENST00000313766.6,1755,60,FAM20C
ENST00000313777.9,1257,52.28,FUZ
ENST00000313778.9,1131,60.06,DALRD3
ENST00000313806.9,759,44.23,RCAN1
ENST00000313833.5,2136,41.22,FBXO34
ENST00000313835.14,1368,38.91,GPR89A
ENST00000313843.8,894,55.52,STX4
ENST00000313871.9,2088,60.91,AKAP17A
ENST00000313899.12,1068,38.75,HNRNPD
ENST00000313961.10,546,37.67,RGS5
ENST00000313965.4,1188,60.58,TEX44
ENST00000314011.9,1413,46.42,ZNF436
ENST00000314032.9,939,52.41,UCP3
ENST00000314099.10,2334,41.21,CTAGE9
ENST00000314103.6,1680,46.71,CHAF1B
ENST00000314117.8,816,42.83,RELL1
ENST00000314128.9,2556,47.82,STAT2
ENST00000314133.4,210,56.81,COX8A
ENST00000314138.11,447,50.4,RPL27A
ENST00000314144.10,1593,39.87,CCT6B
ENST00000314163.12,1368,39.85,GPR89B
ENST00000314167.9,3936,56.5,GAK
ENST00000314222.5,459,64.81,PHLDA2
ENST00000314235.9,840,41.41,KCNMB3
ENST00000314251.8,1575,36.9,SLC2A2
ENST00000314254.3,969,52.22,MRGPRX4
ENST00000314256.12,4071,52,TMEM94
ENST00000314259.5,930,40.63,OR4C6
ENST00000314265.3,219,44.58,DEFB104A
ENST00000314276.7,4260,60.28,TNS2
ENST00000314332.5,381,41.09,H2BC4
ENST00000314340.10,480,54.37,AGTRAP
ENST00000314355.7,240,38.43,CKS2
ENST00000314358.10,5286,43.14,KDM3B
ENST00000314391.3,648,45.79,C19orf18
ENST00000314393.6,2514,46.3,ZHX2
ENST00000314400.10,1704,39.06,NEPRO
ENST00000314423.12,2061,43.98,UTP4
ENST00000314425.9,4113,53.76,ZMYM3
ENST00000314471.10,2085,49.8,SAMD4B
ENST00000314499.11,1758,36.48,CSRNP3
ENST00000314520.6,1524,40.99,MKRN3
ENST00000314529.10,1269,44.27,ZNF620
ENST00000314531.5,1638,49.74,ZNF77
ENST00000314565.9,591,42.17,BORCS5
ENST00000314567.8,372,56.94,CDPF1
ENST00000314583.8,1461,41.45,HCLS1
ENST00000314586.11,2241,59.81,EXOC3L1
ENST00000314606.9,1527,53.91,FARSA
ENST00000314607.11,4647,38.7,ZMYM4
ENST00000314616.11,5181,47.99,SUPT6H
ENST00000314622.9,1023,38.03,NSUN3
ENST00000314641.10,1083,40.61,BVES
ENST00000314644.2,1113,42.5,OR4C15
ENST00000314666.11,4017,51.84,PFAS
ENST00000314673.8,2841,37.38,SNX14
ENST00000314737.9,3381,60.93,ARHGAP33
ENST00000314742.13,2274,40.18,LINS1
ENST00000314744.6,714,60.25,NEUROG1
ENST00000314759.6,1239,39.77,SKA3
ENST00000314761.9,2493,37.02,WDR75
ENST00000314787.8,987,43.17,PINX1
ENST00000314797.10,2625,48.18,COPG1
ENST00000314845.7,3627,43.63,AMBRA1
ENST00000314852.2,555,52.2,IMP3
ENST00000314888.10,7626,51.07,TLN1
ENST00000314890.3,582,51.47,ANXA2R
ENST00000314891.11,1575,52.14,LPCAT4
ENST00000314915.6,768,40.25,BDNF
ENST00000314940.7,918,41.02,HNRNPA0
ENST00000314980.5,411,58.94,LGALS7B
ENST00000314992.9,1545,43.99,EXD1
ENST00000315005.8,1848,47.89,DBF4B
ENST00000315033.5,1155,52.43,GPR88
ENST00000315050.11,1911,50.01,TNIP1
ENST00000315073.10,1893,52.1,TRIM41
ENST00000315082.9,1857,66.32,RHOT2
ENST00000315099.3,885,35.09,STX19
ENST00000315127.9,1527,43.7,EDC3
ENST00000315144.14,1473,51.25,FLAD1
ENST00000315170.13,1158,58.91,PRSS50
ENST00000315184.9,1035,44.31,GARIN1B
ENST00000315190.4,324,39.42,SERTM1
ENST00000315212.4,861,44.2,RNASEH1
ENST00000315238.3,450,60.08,CALML3
ENST00000315249.11,1092,43.34,RFFL
ENST00000315251.11,1785,49.35,CHDH
ENST00000315274.7,1410,39.71,MMP1
ENST00000315286.13,675,39.85,CCDC43
ENST00000315322.10,558,48.92,IFT22
ENST00000315323.5,1698,55.78,FZD2
ENST00000315330.8,843,38.86,CLEC1A
ENST00000315366.8,1800,36.4,ARSJ
ENST00000315367.4,750,39.41,PLEKHF2
ENST00000315392.9,1503,50.88,PLXDC1
ENST00000315396.7,2013,52.43,ODAD1
ENST00000315423.12,1290,53.99,TNIP2
ENST00000315453.4,933,45.22,OR2A4
ENST00000315456.10,1125,37.99,DTNA
ENST00000315475.7,1665,42.49,ZNF354C
ENST00000315491.12,1353,58.5,TUBB3
ENST00000315519.3,993,45.22,OR11H6
ENST00000315520.10,849,57.52,AQP6
ENST00000315567.13,978,37.79,MRPL1
ENST00000315571.6,1038,44.12,LDLRAD3
ENST00000315576.8,2472,46.7,ADGRE2
ENST00000315579.10,4206,46.34,NCAPD2
ENST00000315596.15,4344,36.61,PDS5B
ENST00000315599.12,1215,53.09,CD209
ENST00000315616.12,1638,48.66,RPUSD2
ENST00000315683.1,939,41.21,OR4L1
ENST00000315711.12,810,38.61,CD200
ENST00000315717.10,903,44.27,ARPC2
ENST00000315732.3,372,50.71,LSM10
ENST00000315757.9,3567,49.23,ITGA11
ENST00000315758.10,1017,50.93,MDH2
ENST00000315765.10,3480,39.82,HEPHL1
ENST00000315792.5,321,36.14,TCIM
ENST00000315796.5,1008,39.93,METAP1D
ENST00000315869.8,1728,52.48,TFE3
ENST00000315870.10,1257,35.56,ING3
ENST00000315872.11,4167,36.75,ROCK2
ENST00000315891.10,1524,45.98,SLC41A3
ENST00000315930.11,738,39.07,FGF13
ENST00000315939.11,7149,38.73,WNK1
ENST00000315948.11,921,35.92,LYSMD3
ENST00000315962.9,1647,40.98,TRIM55
ENST00000315970.12,2004,46.85,OS9
ENST00000315987.6,1968,47.34,KCND3
ENST00000315997.5,1209,47.99,C16orf89
ENST00000316048.2,678,36.64,SMCO3
ENST00000316052.6,738,58.67,EXOSC4
ENST00000316059.7,1713,36.5,ZFP91
ENST00000316073.3,2355,44.75,RPTN
ENST00000316077.14,2631,40.66,MAP7D3
ENST00000316084.10,792,46.38,RPS4X
ENST00000316097.13,690,60.16,SCAMP4
ENST00000316105.7,2394,46.34,PCDHB9
ENST00000316144.6,555,61.19,LCN15
ENST00000316149.8,528,38.15,NDUFAF4
ENST00000316161.6,1506,46.71,CYP8B1
ENST00000316163.9,1341,64.56,RGS11
ENST00000316169.2,219,44.48,DEFB104B
ENST00000316193.13,654,56.3,CSH1
ENST00000316218.12,1560,45.22,PDIA5
ENST00000316219.9,1773,57.48,LILRB5
ENST00000316273.11,1179,54.54,BCAT2
ENST00000316308.9,1446,39.49,CLK4
ENST00000316316.10,3432,39.07,MCM9
ENST00000316333.9,1596,67.18,UNCX
ENST00000316334.5,2073,37.61,LNX2
ENST00000316341.8,3258,56.91,SLC12A4
ENST00000316355.10,1035,43.18,CCNG2
ENST00000316364.9,3222,38.82,SEMA6D
ENST00000316375.3,1002,46.33,C11orf42
ENST00000316398.5,1125,42.25,CCDC89
ENST00000316403.15,1350,49.61,CLU
ENST00000316407.9,6738,40.61,USF3
ENST00000316423.11,1485,41.86,UGDH
ENST00000316428.10,1659,41.59,LRRC31
ENST00000316436.4,495,52.44,LSMEM2
ENST00000316461.9,516,47.12,TTC9C
ENST00000316470.9,1218,50.81,ABHD1
ENST00000316509.11,351,58.14,VAMP2
ENST00000316519.11,2019,51.2,AACS
ENST00000316529.3,960,49.05,OR56B4
ENST00000316534.8,2202,39.53,NPHP1
ENST00000316549.11,1938,39.27,SLC9A9
ENST00000316554.5,585,60.18,CCDC184
ENST00000316586.9,1281,59.3,STK25
ENST00000316594.6,1350,39.65,HNRNPH2
ENST00000316610.7,840,36.87,MBLAC2
ENST00000316637.7,1896,48.5,DEF6
ENST00000316694.8,1452,49.89,SHMT1
ENST00000316737.5,738,48.68,TSPAN16
ENST00000316738.12,492,40,EFCAB11
ENST00000316752.11,1590,39.5,PUS10
ENST00000316754.8,645,40.34,RHOJ
ENST00000316757.4,1728,56.61,APBA3
ENST00000316770.2,960,57.28,OR10Q1
ENST00000316788.12,582,36.59,AP3S1
ENST00000316804.10,654,44.22,GRB2
ENST00000316824.4,981,31.67,ALX1
ENST00000316836.5,1062,53.73,PNMA1
ENST00000316843.9,3195,59.81,LLGL1
ENST00000316881.9,1893,42.89,TRIM25
ENST00000316891.10,1404,42.31,TRIT1
ENST00000316902.12,1608,47.13,SLC7A8
ENST00000316937.8,1743,60.48,TRAPPC14
ENST00000316939.3,669,54.98,GADD45GIP1
ENST00000316950.11,2061,39.27,ZNF569
ENST00000316963.8,693,41.54,LYPLA1
ENST00000316981.8,1503,38.74,PLAG1
ENST00000316999.9,1323,37.73,SMAP1
ENST00000317011.8,879,49.33,FOXR1
ENST00000317012.5,657,47.49,ZBED2
ENST00000317025.13,4314,38.79,NSD3
ENST00000317058.8,882,48.31,SGF29
ENST00000317089.10,1239,42.53,DNAJA2
ENST00000317103.5,420,57.18,VCX2
ENST00000317121.6,975,41.33,OR56B1
ENST00000317135.13,2298,37.13,LRCH2
ENST00000317147.10,7131,41.44,CNOT1
ENST00000317173.9,708,43.55,MSRA
ENST00000317178.10,1557,43.81,ZNF776
ENST00000317204.11,825,57.49,TOLLIP
ENST00000317216.3,1164,56.37,EGR3
ENST00000317243.10,1617,50.78,ZNF554
ENST00000317268.7,1437,51.95,SEPTIN4
ENST00000317276.9,3873,58.98,PER1
ENST00000317306.8,396,53.07,INSL3
ENST00000317310.5,999,52.7,CD300LG
ENST00000317338.17,2985,54.21,SEZ6
ENST00000317357.10,2622,41.61,SOBP
ENST00000317361.11,726,52.51,BID
ENST00000317370.13,1530,57.84,SLC2A4
ENST00000317376.8,1275,55.97,SPOCK2
ENST00000317398.10,1605,49.44,ZNF671
ENST00000317402.11,2727,35.88,GEN1
ENST00000317446.7,3414,66.28,MAMDC4
ENST00000317449.5,717,53.66,LRRN4CL
ENST00000317459.11,762,60.14,TRPT1
ENST00000317479.8,588,52.41,PXMP2
ENST00000317502.11,1005,48.28,MTG1
ENST00000317506.8,1863,49.7,RANBP10
ENST00000317508.11,1032,58.95,PRSS8
ENST00000317534.6,504,50.93,MRPS24
ENST00000317543.12,294,60.46,SLURP2
ENST00000317568.10,1395,56.25,FRMD8
ENST00000317578.7,2220,67.68,SIX5
ENST00000317582.10,1458,42.8,BCL2L13
ENST00000317593.9,300,43.71,S100Z
ENST00000317605.6,1080,51.87,MAB21L2
ENST00000317615.11,795,42.05,PSMG2
ENST00000317623.8,2817,37.99,PCNX4
ENST00000317643.10,1404,48.93,SIGLEC7
ENST00000317658.5,900,41.03,CAPZA3
ENST00000317668.8,2505,58.87,PROM2
ENST00000317683.4,1812,51.45,FBXO46
ENST00000317716.14,2658,43.79,CDHR3
ENST00000317749.9,690,44.89,DRICH1
ENST00000317775.11,4305,47.35,NOS1
ENST00000317799.10,1425,41.22,HADHB
ENST00000317802.9,1233,48.79,TSPYL6
ENST00000317811.6,1314,63.97,FJX1
ENST00000317814.8,678,63.33,HES7
ENST00000317861.1,939,46.43,OR14C36
ENST00000317868.9,1377,35.44,ATG4C
ENST00000317881.9,897,52.54,SLC25A5
ENST00000317897.5,924,53.85,MAGEF1
ENST00000317900.7,342,44.76,SPAG11B
ENST00000317905.10,2976,53.18,RECQL5
ENST00000317907.9,2532,39.46,TTC27
ENST00000317943.6,174,49.31,COX14
ENST00000317965.3,939,46.75,OR2M7
ENST00000317968.9,1791,36.89,PDLIM5
ENST00000317987.6,258,33.56,FDCSP
ENST00000317995.5,873,39.03,CA8
ENST00000318003.11,2856,53.88,CC2D1A
ENST00000318008.11,786,53.69,LASP1
ENST00000318037.3,1716,42.36,RNF168
ENST00000318063.10,1593,35.97,MICU3
ENST00000318066.7,459,39.8,UBE2N
ENST00000318074.9,1653,58.24,SYTL1
ENST00000318080.7,1881,58.61,CRAT
ENST00000318121.8,4020,42.79,CLSPN
ENST00000318124.3,204,44.76,DEFB103B
ENST00000318130.13,2799,34.39,EDEM3
ENST00000318157.3,195,43.31,DEFB4B
ENST00000318158.11,987,53.09,GRHPR
ENST00000318160.5,507,40.58,GREM2
ENST00000318184.9,3405,37.28,OVCH1
ENST00000318203.9,1302,41.56,ZSCAN4
ENST00000318217.10,3021,40.83,MYO1D
ENST00000318222.4,2418,44.95,PKD2L1
ENST00000318225.3,426,54.22,C3orf22
ENST00000318238.9,4755,39.59,SAMD9L
ENST00000318244.4,987,35.46,OR2AJ1
ENST00000318247.7,1557,53.06,RORC
ENST00000318289.14,330,60.06,TSTD1
ENST00000318312.12,1782,49.92,BBS1
ENST00000318315.5,264,37.77,C5orf46
ENST00000318348.9,630,49.11,GLTP
ENST00000318351.2,1344,49.5,HTR3C
ENST00000318357.9,918,51.56,ANKRD23
ENST00000318388.11,750,37.35,NDUFV2
ENST00000318407.5,639,58.28,BOK
ENST00000318410.12,3480,40.13,WASHC5
ENST00000318442.6,2235,42.35,ZNF366
ENST00000318443.10,1605,52.51,CD276
ENST00000318445.11,2133,45.12,SLCO3A1
ENST00000318471.5,972,38.37,PEX7
ENST00000318507.7,1083,46.04,CXCR2
ENST00000318522.10,2946,38.02,EML4
ENST00000318528.8,1125,42.49,ERICH5
ENST00000318579.9,765,51.6,MEOX1
ENST00000318584.10,1488,51.13,FKRP
ENST00000318596.8,957,52.56,SLC25A42
ENST00000318607.10,1911,40.75,PABPC1
ENST00000318627.4,636,44.76,FIBIN
ENST00000318636.8,954,41.7,CA5B
ENST00000318663.5,888,54.21,ORAI3
ENST00000318673.6,312,43.87,
ENST00000318683.7,1119,52.78,B3GNT3
ENST00000318698.6,2292,39.74,ANKFN1
ENST00000318709.9,1947,40.32,AVL9
ENST00000318737.8,4335,35.81,SHOC1
ENST00000318753.13,948,60.52,LRRC75B
ENST00000318782.9,822,64.41,PAQR4
ENST00000318833.4,1509,45.52,ZFP3
ENST00000318881.11,1476,40.11,SYT9
ENST00000318887.8,990,37.88,C3orf38
ENST00000318911.5,978,63.29,CYC1
ENST00000318950.11,1758,39.97,SWAP70
ENST00000318962.9,2862,57.94,ALS2CL
ENST00000318967.7,3129,48.34,INTS3
ENST00000318978.6,249,74.83,CTXN1
ENST00000319004.6,3177,56.14,GEMIN4
ENST00000319006.8,1014,51.9,TALDO1
ENST00000319017.5,906,47.34,SLC25A20
ENST00000319023.7,2121,49.97,NADSYN1
ENST00000319070.3,1647,66.98,WFIKKN1
ENST00000319074.6,423,44.77,C14orf119
ENST00000319080.12,2760,50.35,MLXIP
ENST00000319098.7,1566,60.55,PSAPL1
ENST00000319121.4,2127,44.72,KLHL11
ENST00000319170.10,3753,39.14,RAPH1
ENST00000319172.10,1467,39.07,TMEM39A
ENST00000319190.11,2577,50.92,TTC7A
ENST00000319211.5,1278,42.64,F2R
ENST00000319212.9,3165,42.92,DIS3L
ENST00000319234.5,717,51.74,SHISA3
ENST00000319264.4,687,36.72,LURAP1L
ENST00000319273.10,390,39.5,TAC1
ENST00000319285.5,513,53.2,DCTPP1
ENST00000319286.6,1590,39.85,ZNF572
ENST00000319296.10,954,51.75,ZNF771
ENST00000319331.4,2151,40.76,LRRN1
ENST00000319332.10,2127,38.18,P3H2
ENST00000319340.7,1026,54.54,CHST13
ENST00000319349.10,1455,50.23,ETV4
ENST00000319357.6,1245,40.71,STK17A
ENST00000319359.8,1194,51.37,ELL3
ENST00000319374.4,792,54.74,ZDHHC22
ENST00000319380.12,3879,49.84,UBE2O
ENST00000319410.9,1878,45.57,KARS1
ENST00000319416.7,702,48.37,TEX35
ENST00000319441.6,1869,48.32,PCK1
ENST00000319481.8,2853,40.87,OSBPL1A
ENST00000319540.9,993,43.56,SCD5
ENST00000319550.9,1368,36.29,NT5DC1
ENST00000319555.8,3021,63.06,ZFPM1
ENST00000319560.7,507,46.96,TMEM31
ENST00000319562.11,3138,44.52,FARP1
ENST00000319580.13,1569,46.76,ANKDD1A
ENST00000319590.8,747,54.32,KLK12
ENST00000319622.10,1596,48.38,PKM
ENST00000319653.14,5169,39.28,FMN2
ENST00000319675.5,1188,41.76,DCAF4L2
ENST00000319694.3,390,56.37,PRR15
ENST00000319715.10,5379,37.61,RBBP6
ENST00000319720.11,753,56.97,KLK11
ENST00000319725.10,1719,47.12,FUBP3
ENST00000319760.8,948,42.11,OR4A5
ENST00000319778.11,2442,38.9,EPC1
ENST00000319813.3,981,44.95,OR4C5
ENST00000319836.7,876,40.34,MARCHF8
ENST00000319838.10,930,53.14,GPR35
ENST00000319854.7,2544,59.58,SHROOM1
ENST00000319856.5,909,45.17,OR4C3
ENST00000319863.13,663,60.25,GATD1
ENST00000319933.7,621,37.42,MACIR
ENST00000319942.8,996,37.85,RABGGTB
ENST00000319974.6,1158,37.98,C2orf69
ENST00000319977.8,1944,50.23,HROB
ENST00000319988.1,930,48.06,OR4S1
ENST00000320002.3,930,46.24,OR2G3
ENST00000320027.10,2577,36.81,HSPH1
ENST00000320031.13,3156,52.64,ITGA3
ENST00000320033.5,606,55.94,ARL4D
ENST00000320048.1,918,49.67,OR4X1
ENST00000320065.1,954,48.43,OR2G2
ENST00000320078.12,1008,43.2,PSG11
ENST00000320081.10,2118,38.65,CLIP4
ENST00000320095.12,936,63.19,METRNL
ENST00000320129.7,1569,43.36,ZNF454
ENST00000320152.11,678,41.87,PRTFDC1
ENST00000320172.11,1329,36.03,TENT5A
ENST00000320203.8,591,42.18,RBPMS
ENST00000320211.10,2376,48.87,ATRIP
ENST00000320225.10,918,49.16,RNPS1
ENST00000320239.11,957,35,TFEC
ENST00000320248.4,1872,50.37,KBTBD11
ENST00000320254.5,5103,42.32,LRRC37A
ENST00000320270.4,1098,56.28,RRS1
ENST00000320285.9,1137,45.36,AGPAT4
ENST00000320295.12,1308,53.3,HYAL1
ENST00000320316.8,1212,59.52,PHF23
ENST00000320330.8,765,53.8,PAGR1
ENST00000320334.5,1221,45.3,OLFML3
ENST00000320370.11,3771,35.83,ITPRID2
ENST00000320394.10,864,43.85,IQCK
ENST00000320431.8,1515,63.73,AMIGO3
ENST00000320460.8,762,34.94,GLIPR1L2
ENST00000320477.10,660,49.12,CIDEA
ENST00000320516.5,1455,47.98,CCDC65
ENST00000320531.3,798,53.53,TMEM270
ENST00000320542.4,1308,45.23,MBOAT4
ENST00000320552.6,1515,40.95,ZNF596
ENST00000320560.13,2733,39.39,ANO6
ENST00000320567.6,1197,51.4,KDF1
ENST00000320578.3,654,42.93,RAB39A
ENST00000320580.9,2892,43.99,PACS1
ENST00000320585.11,999,35.44,CHORDC1
ENST00000320591.9,849,58.46,PIANP
ENST00000320623.10,825,46.9,NQO1
ENST00000320631.8,1605,54.84,EHD1
ENST00000320634.8,951,53.98,FAIM2
ENST00000320640.11,1839,37.51,ITFG1
ENST00000320650.9,489,37.14,IL15
ENST00000320704.3,996,50.3,OR6S1
ENST00000320756.7,447,36.39,MAGOHB
ENST00000320767.4,579,38.71,ARL14
ENST00000320776.5,654,52.72,BLOC1S4
ENST00000320785.10,3312,53.87,KIF1C
ENST00000320816.11,2313,38.96,DAB2
ENST00000320848.7,384,44.76,MRFAP1L1
ENST00000320849.9,1155,47.45,AAR2
ENST00000320857.7,522,61.52,SSR4
ENST00000320868.9,429,67.26,HBA1
ENST00000320892.11,879,44.88,RNF144A
ENST00000320895.10,1617,56.18,CLPTM1L
ENST00000320912.8,384,53.2,MRFAP1
ENST00000320934.8,2358,50.91,PCSK7
ENST00000320955.8,11025,59.31,SPTBN5
ENST00000320985.14,3375,36.04,ZEB1
ENST00000321027.8,2346,36.39,GCFC2
ENST00000321030.9,1500,57.08,PRPF31
ENST00000321037.5,1362,36.05,ENPP4
ENST00000321105.10,3006,48.23,TOP3A
ENST00000321110.2,1428,45.78,RTL3
ENST00000321143.8,807,42.97,HCCS
ENST00000321149.7,1263,42.67,DNAAF4
ENST00000321153.9,348,56.1,RPLP2
ENST00000321169.10,1737,39.05,HACL1
ENST00000321196.8,2511,37.42,TMTC2
ENST00000321233.10,1437,38.46,ZNF207
ENST00000321250.13,396,42.61,LEPROTL1
ENST00000321253.7,1353,52.01,TUBA3D
ENST00000321256.10,471,44.02,NCBP2
ENST00000321264.9,1566,56.87,D2HGDH
ENST00000321265.10,996,48.43,NUDC
ENST00000321276.8,1200,41.76,SGPP2
ENST00000321280.11,1566,60.69,BAIAP2
ENST00000321297.10,1860,52.71,ATG16L2
ENST00000321301.7,156,40.9,TOMM5
ENST00000321322.6,6342,50.07,DSCAML1
ENST00000321337.12,1725,51.42,SENP3
ENST00000321339.3,729,58.4,FTMT
ENST00000321341.11,1755,38.58,ME2
ENST00000321348.9,861,41.27,CYBRD1
ENST00000321356.9,1455,41.73,CLK1
ENST00000321358.12,975,40.63,YBX1
ENST00000321394.12,1671,40.84,TCP1
ENST00000321407.3,2328,52.06,GCC1
ENST00000321424.7,1500,51.85,SIGLEC8
ENST00000321429.8,4656,52.9,DUOX1
ENST00000321437.9,624,39.78,RAB8B
ENST00000321442.10,969,42.43,SFXN1
ENST00000321505.9,5550,42.91,KIAA1549L
ENST00000321510.7,1113,50.86,SLC25A41
ENST00000321521.13,3669,34.29,PPIP5K2
ENST00000321522.2,978,44.99,OR52E2
ENST00000321535.5,1329,42.69,FBXO39
ENST00000321545.5,1803,47.4,ZNF543
ENST00000321556.5,1746,50.78,PINK1
ENST00000321560.4,759,55.95,PLD6
ENST00000321599.9,1326,44.81,IP6K1
ENST00000321600.1,633,36.3,DYNAP
ENST00000321613.7,993,56.62,PHYHIP
ENST00000321617.8,3609,61.14,CASKIN2
ENST00000321660.2,1113,51.74,GJD4
ENST00000321662.11,1290,37.43,GPR137C
ENST00000321685.7,726,58.22,DNAJC4
ENST00000321702.2,1194,64.26,B3GNT8
ENST00000321725.10,7713,60.65,STAB1
ENST00000321731.8,1764,37.01,C14orf39
ENST00000321753.8,780,55.87,PHETA2
ENST00000321757.11,1005,38.22,MAT2B
ENST00000321762.3,375,60.12,SPACA4
ENST00000321764.4,789,40.99,CA13
ENST00000321765.10,3582,46.2,SPAG5
ENST00000321801.11,888,37.72,BOLL
ENST00000321826.5,1125,62.34,P2RY11
ENST00000321867.6,3153,62.4,ULK1
ENST00000321870.3,1146,53.57,BHLHE22
ENST00000321895.7,1404,56.33,CCDC71
ENST00000321897.9,3192,54.92,VARS2
ENST00000321919.14,1662,47.61,GLYR1
ENST00000321925.9,1170,43.44,SLC14A1
ENST00000321945.12,1230,42.23,ABRAXAS1
ENST00000321949.13,1905,56.04,CRTC1
ENST00000321990.5,5535,41.02,ATAD5
ENST00000321998.10,654,46.17,COQ7
ENST00000322002.5,1326,48.61,SOX11
ENST00000322008.9,762,63.31,CD151
ENST00000322019.14,1113,43.49,TM6SF1
ENST00000322028.5,204,61.02,POLR2L
ENST00000322038.5,3099,44.58,TSHZ1
ENST00000322054.10,1608,50.24,EHD3
ENST00000322066.4,210,27.04,DEFB114
ENST00000322088.11,1770,48.23,PPP2R1A
ENST00000322090.8,861,45.28,NIPSNAP2
ENST00000322107.1,951,37.71,OR10H4
ENST00000322122.8,1434,54.89,TRIM72
ENST00000322128.5,1254,49.7,TSPYL5
ENST00000322139.4,747,34.03,FAM133A
ENST00000322157.9,2760,41.3,NPEPPS
ENST00000322203.7,654,56.98,RPL10A
ENST00000322217.6,1200,54.09,MYPOP
ENST00000322241.6,1107,65.64,GPR62
ENST00000322244.10,3159,35.51,UBA6
ENST00000322310.10,360,65.81,SSNA1
ENST00000322313.9,4011,41.82,WDR33
ENST00000322329.5,363,68.4,RPRML
ENST00000322342.4,1134,46.3,PTGR3
ENST00000322344.8,1566,59.53,PNKP
ENST00000322347.11,453,44.77,COX5A
ENST00000322349.13,4236,36.99,EEA1
ENST00000322350.10,3030,42.6,EGFLAM
ENST00000322354.4,591,54.27,SERTAD3
ENST00000322357.9,1755,61.71,ZBTB7A
ENST00000322396.7,2538,39.64,PRMT9
ENST00000322428.10,771,63.31,MAF1
ENST00000322434.8,1839,44.33,ZNF354B
ENST00000322444.7,792,49.14,KCTD2
ENST00000322507.13,9192,36.91,COL12A1
ENST00000322522.8,1200,40.08,INPP1
ENST00000322527.4,21246,38.58,CCDC168
ENST00000322535.11,2688,48.41,SF3B2
ENST00000322536.8,2628,37.41,DDX10
ENST00000322563.8,1065,57.84,WNT11
ENST00000322564.9,1521,48.42,PLEKHD1
ENST00000322569.9,1527,51.02,MMP19
ENST00000322583.5,888,59.48,PRR18
ENST00000322602.9,1089,43.54,MFAP3
ENST00000322608.2,945,44.84,OR1E1
ENST00000322623.10,1371,45.86,RUVBL1
ENST00000322630.3,1866,54.45,CEP295NL
ENST00000322641.5,957,48.45,OR52D1
ENST00000322652.10,2220,41.01,SUZ12
ENST00000322680.7,1671,51.65,CAMK2G
ENST00000322716.8,1824,38.4,EPM2AIP1
ENST00000322723.9,2133,47.89,NCL
ENST00000322734.2,996,45.57,ZNF660
ENST00000322753.7,237,45,MICOS10
ENST00000322764.10,1719,57.96,ZYX
ENST00000322861.12,510,54.7,MYL11
ENST00000322875.8,1200,38.24,CD46
ENST00000322886.12,2736,40.18,E2F7
ENST00000322893.12,2967,36.79,KCNH5
ENST00000322897.11,939,39.33,NAPG
ENST00000322912.9,786,55.27,RTBDN
ENST00000322914.7,2418,60.67,TMC6
ENST00000322927.3,4029,53.48,ZNF335
ENST00000322937.10,1344,37.28,AMBN
ENST00000322940.11,546,38.71,ABITRAM
ENST00000322941.3,2202,65.48,HIC1
ENST00000322953.9,2358,36.28,BANK1
ENST00000322954.11,4251,37.35,UACA
ENST00000322957.7,1266,63.83,FOXJ1
ENST00000322989.8,393,46.41,RPS15A
ENST00000323013.7,843,57.5,RRP7A
ENST00000323019.9,1365,59.39,MIEF2
ENST00000323030.6,963,58.67,DUOXA2
ENST00000323037.5,729,36.62,ZNRF2
ENST00000323039.10,1890,57.17,DYRK1B
ENST00000323040.5,1089,53,GPR4
ENST00000323061.7,549,42.88,NAP1L5
ENST00000323078.7,780,53.95,LRRC61
ENST00000323084.9,2010,50.12,TSPEAR
ENST00000323108.12,903,42.36,SPATS1
ENST00000323110.2,1512,59.89,CYP11B2
ENST00000323116.10,3534,36.02,ATP11B
ENST00000323146.8,975,54.54,SLC35A4
ENST00000323169.10,1314,44.18,ZNF491
ENST00000323180.10,1905,38.82,PHF21A
ENST00000323206.2,1527,63.96,TMEM102
ENST00000323249.8,825,62.31,PRR7
ENST00000323274.15,942,45.66,TYMS
ENST00000323303.9,678,40.5,MOB4
ENST00000323322.10,654,56.59,GH1
ENST00000323345.11,801,50.45,RPL7A
ENST00000323346.10,1770,42.25,SLC17A8
ENST00000323348.10,2181,49.05,ANKZF1
ENST00000323374.8,1413,60.21,SPHK1
ENST00000323404.2,948,38.34,OR3A1
ENST00000323443.6,720,43.17,LRRC57
ENST00000323446.9,2412,53.01,CPT1C
ENST00000323456.9,3588,47.85,MTMR4
ENST00000323460.10,2268,42.03,SENP5
ENST00000323468.10,1524,41.17,POGLUT3
ENST00000323469.5,597,60.98,DIRAS1
ENST00000323523.8,828,40.01,TMEM45A
