"Gene Symbol","Gene Accession Id","Allele Symbol","Allele Accession Id","Background Strain Name","Background Strain Accession Id","Chromosome","Phenotyping Center","Colony Id","Breeding Strategy","Total # Pups","Total # Male Pups","Total # Female Pups","Total # Hom Males","Total # Hom Females","Total # Hem Males","Total # WT Males","Total # WT Females","Total # Het Males","Total # Het Females","Percentage HOMs / HEMs","Supporting Data","Viability Phenotype HOMs/HEMIs","Viability Call Method","Comment","Procedure Link"
"Eif4b","MGI:95304","Eif4b<em1(IMPC)J>","MGI:6306475","C57BL/6NJ","MGI:3056279","15","JAX","JR33801","HetXHet","31","23","8","0","0","No information available","4","4","19","4","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Eif4e","MGI:95305","Eif4e<tm1b(EUCOMM)Hmgu>","MGI:5605837","C57BL/6NCrl","MGI:2683688","3","TCP","TCPM0713Cre","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","58","28","30","0","0","0","14","15","14","15","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Eif4e1b","MGI:2685119","Eif4e1b<tm2b(EUCOMM)Hmgu>","MGI:5613667","C57BL/6N","MGI:2159965","13","BCM","EIFEB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","129","72","57","15","17","0","25","14","32","26","0.24806201550387597","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Eif4ebp3","MGI:1270847","Eif4ebp3<tm1.1(KOMP)Vlcg>","MGI:5695888","C57BL/6NCrl","MGI:2683688","18","UC Davis","BL3728","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","207","95","112","24","33","0","15","27","56","52","0.2753623188405797","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Eif4enif1","MGI:1921453","Eif4enif1<em1(IMPC)Tcp>","MGI:5754596","C57BL/6NCrl","MGI:2683688","11","TCP","TCPR0367_ACRI","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","76","45","31","4","1","0","16","8","25","22","0.06578947368421052","Homozygous - Subviable","subviable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Eif4g1","MGI:2384784","Eif4g1<em1(IMPC)Hmgu>","MGI:6414502","C57BL/6NCrl","MGI:2683688","16","HMGU","HMGU_Eif4g1_Crispr1_AAEM-1","HetXHet","38","17","21","0","0","No information available","9","9","8","12","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Eif4g2","MGI:109207","Eif4g2<tm1b(KOMP)Wtsi>","MGI:5498138","C57BL/6NJ","MGI:3056279","7","JAX","JR18659","HetXHet","86","44","42","0","0","No information available","12","16","32","26","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Eif4h","MGI:1341822","Eif4h<tm1b(EUCOMM)Wtsi>","MGI:5607536","C57BL/6N","MGI:2159965","5","BCM","EIFHB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","161","64","97","0","0","0","49","54","15","43","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Eif5b","MGI:2441772","Eif5b<em1(IMPC)J>","MGI:6324040","C57BL/6NJ","MGI:3056279","1","JAX","JR34007","HetXHet","39","18","21","0","0","No information available","6","9","12","12","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Eipr1","MGI:1289332","Eipr1<em1(IMPC)J>","MGI:5755665","C57BL/6NJ","MGI:3056279","12","JAX","JR29004","HetXHet","121","70","51","0","0","No information available","25","17","45","34","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elac2","MGI:1890496","Elac2<tm1b(EUCOMM)Wtsi>","MGI:5637003","C57BL/6N","MGI:2159965","11","WTSI","PMAH","HetXHet","107","70","37","0","0","No information available","20","13","50","24","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elapor1","MGI:1923930","Elapor1<tm1b(EUCOMM)Hmgu>","MGI:5548671","C57BL/6N","MGI:2159965","3","ICS","IP00005273a","HetXHet","68","40","28","2","1","No information available","15","9","23","18","0.04411764705882353","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elapor2","MGI:2443264","Elapor2<tm1a(KOMP)Wtsi>","MGI:4841114","C57BL/6N","MGI:2159965","5","WTSI","MGVG","HetXHet","42","21","21","4","4","No information available","4","12","13","5","0.19047619047619047","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elavl1","MGI:1100851","Elavl1<tm1b(EUCOMM)Hmgu>","MGI:5635064","C57BL/6NJ","MGI:3056279","8","JAX","JR27207","HetXHet","92","32","60","0","0","No information available","8","26","24","34","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elavl2","MGI:1100887","Elavl2<em1(IMPC)J>","MGI:6794069","C57BL/6NJ","MGI:3056279","4","JAX","JR36963","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","56","33","23","0","0","0","11","8","22","15","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Elavl4","MGI:107427","Elavl4<em1(IMPC)H>","MGI:6257806","C57BL/6NTac","MGI:2164831","4","MRC Harwell","H-ELAVL4-DEL1052-EM1-B6N","HetXHet","165","77","88","19","12","No information available","17","32","41","44","0.18787878787878787","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elf3","MGI:1101781","Elf3<tm1b(KOMP)Wtsi>","MGI:5548404","C57BL/6NCrl","MGI:2683688","1","UC Davis","BL3508","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","113","46","67","2","7","0","18","31","26","29","0.07964601769911504","Homozygous - Subviable","subviable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Elfn1","MGI:2442479","Elfn1<tm1.1(KOMP)Vlcg>","MGI:5692822","C57BL/6NCrl","MGI:2683688","5","UC Davis","ET8696","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","163","84","79","14","13","0","23","18","47","48","0.1656441717791411","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Elfn2","MGI:3608416","Elfn2<tm1.1(KOMP)Vlcg>","MGI:5548902","C57BL/6NCrl","MGI:2683688","15","UC Davis","BL3175","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","181","95","86","19","15","0","20","23","56","48","0.1878453038674033","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Elk1","MGI:101833","Elk1<tm1.1(KOMP)Vlcg>","MGI:5585644","C57BL/6NJ","MGI:3056279","X","JAX","JR25119","HetXHem","79","41","38","22","13","No information available","19","0","0","25","0.4430379746835443","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ell2","MGI:2183438","Ell2<tm1a(EUCOMM)Wtsi>","MGI:4441868","C57BL/6N","MGI:2159965","13","WTSI","MEEF","HetXHet","121","53","68","18","16","No information available","11","18","24","34","0.2809917355371901","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ell2","MGI:2183438","Ell2<tm1b(EUCOMM)Wtsi>","MGI:5548782","C57BL/6N","MGI:2159965","13","WTSI","MUAK","HetXHet","436","228","208","49","41","No information available","60","62","119","105","0.20642201834862386","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Ell3","MGI:2673679","Ell3<tm1b(EUCOMM)Hmgu>","MGI:5818550","C57BL/6N","MGI:2159965","2","BCM","ELLLB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","169","89","80","18","19","0","29","19","42","42","0.21893491124260356","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Elmo1","MGI:2153044","Elmo1<tm1a(EUCOMM)Wtsi>","MGI:4939780","C57BL/6N","MGI:2159965","13","WTSI","MEFU","HetXHet","78","33","45","5","12","No information available","11","9","17","24","0.21794871794871795","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elmo3","MGI:2679007","Elmo3<tm1.1(KOMP)Vlcg>","MGI:5548855","C57BL/6NCrl","MGI:2683688","8","UC Davis","BL3137","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","103","54","49","13","19","0","17","14","24","16","0.3106796116504854","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Elmod1","MGI:3583900","Elmod1<tm1b(EUCOMM)Hmgu>","MGI:5548895","C57BL/6NTac","MGI:2164831","9","MRC Harwell","H-ELMOD1-E10-TM1B","HetXHet","138","75","63","19","16","No information available","18","18","38","29","0.2536231884057971","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elmod2","MGI:2445165","Elmod2<tm1b(EUCOMM)Hmgu>","MGI:5692836","C57BL/6NTac","MGI:2164831","8","MRC Harwell","H-ELMOD2-E01-TM1B","HetXHet","101","48","53","4","10","No information available","19","16","25","27","0.13861386138613863","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elmod3","MGI:2445168","Elmod3<em1(IMPC)J>","MGI:5901857","C57BL/6NJ","MGI:3056279","6","JAX","JR30732","HetXHet","119","54","65","14","13","No information available","12","18","28","34","0.226890756302521","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Eloa","MGI:1351315","Eloa<em1(IMPC)Mbp>","MGI:6277021","C57BL/6NCrl","MGI:2683688","4","UC Davis","CR10238","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","74","41","33","0","0","0","15","14","26","19","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Elof1","MGI:1913376","Elof1<tm1.1(KOMP)Vlcg>","MGI:5569949","C57BL/6NJ","MGI:3056279","9","JAX","JR25191","HetXHet","104","50","54","0","0","No information available","21","19","29","35","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elovl5","MGI:1916051","Elovl5<em1(IMPC)Tcp>","MGI:7435542","C57BL/6NCrl","MGI:2683688","9","TCP","AFDB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","89","50","39","7","14","0","18","9","25","16","0.23595505617977527","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Elovl6","MGI:2156528","Elovl6<tm1b(EUCOMM)Hmgu>","MGI:5637121","C57BL/6NTac","MGI:2164831","3","MRC Harwell","H-ELOVL6-F04-TM1B","HetXHet","79","32","47","1","4","No information available","14","18","17","25","0.06329113924050633","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elp1","MGI:1914544","Elp1<tm1a(KOMP)Wtsi>","MGI:4362242","B6Brd;B6Dnk;B6N-Tyr<c-Brd>","MGI:5446362","4","WTSI","MAEC","HetXHet","73","40","33","0","0","No information available","9","10","31","23","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Elp6","MGI:1919349","Elp6<em1(IMPC)J>","MGI:6361007","C57BL/6NJ","MGI:3056279","9","JAX","JR34322","HetXHet","93","45","48","0","0","No information available","14","20","31","28","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Emb","MGI:95321","Emb<tm1b(KOMP)Wtsi>","MGI:5558162","C57BL/6NCrl","MGI:2683688","13","UC Davis","BL3194","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","119","56","63","2","7","0","19","11","35","45","0.07563025210084033","Homozygous - Subviable","subviable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Emc10","MGI:1916933","Emc10<tm1b(EUCOMM)Wtsi>","MGI:5548589","C57BL/6NTac","MGI:2164831","7","MRC Harwell","H-Emc10-E10-TM1B","HetXHet","152","87","65","13","12","No information available","28","18","46","35","0.16447368421052633","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Emc3","MGI:1913337","Emc3<tm1b(EUCOMM)Wtsi>","MGI:5629314","C57BL/6NTac","MGI:2164831","6","HMGU","HMGU-EPD0541_2_C06-2-1","HetXHet","35","18","17","0","0","No information available","4","6","14","11","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Emc4","MGI:1915282","Emc4<tm1(KOMP)Wtsi>","MGI:5299564","C57BL/6N","MGI:2159965","2","MARC","Emc4_EPD0888_3_B01-1","HetXHet","62","32","30","0","0","No information available","10","11","22","19","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Emc6","MGI:1913298","Emc6<tm1.1(KOMP)Vlcg>","MGI:5583060","C57BL/6NCrl","MGI:2683688","11","UC Davis","BL4114","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","53","23","30","0","0","0","6","11","17","19","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Emc7","MGI:1920274","Emc7<tm1b(KOMP)Mbp>","MGI:5807495","C57BL/6N","MGI:2159965","2","MARC","DEPD00533_3_B01","HetXHet","177","72","105","3","0","No information available","18","32","51","73","0.01694915254237288","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Emc8","MGI:1343095","Emc8<tm1b(EUCOMM)Hmgu>","MGI:5692625","C57BL/6NTac","MGI:2164831","8","MRC Harwell","H-EMC8-B02-TM1B","HetXHet","50","25","25","0","0","No information available","8","10","17","15","0.0","Homozygous - Lethal","lethal","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Emcn","MGI:1891716","Emcn<em1(IMPC)Wtsi>","MGI:6153329","C57BL/6N","MGI:2159965","3","WTSI","DACG","HetXHet","59","25","34","6","10","No information available","8","6","11","18","0.2711864406779661","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Emd","MGI:108117","Emd<em1(IMPC)Kmpc>","MGI:6156285","C57BL/6NTac","MGI:2164831","X","KMPC","M0059-Emd","Female parents genotype = Heterozygous X Male parents genotype = Hemizygous","77","35","42","0","26","17","18","0","0","16","0.5584415584415584","Hemizygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Eme1","MGI:3576783","Eme1<tm1.1(KOMP)Wtsi>","MGI:5569963","C57BL/6N","MGI:2159965","11","BCM","EMELB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","124","63","61","16","10","0","17","16","30","35","0.20967741935483872","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Emg1","MGI:1315195","Emg1<tm1.1(KOMP)Wtsi>","MGI:5616355","C57BL/6N","MGI:2159965","6","BCM","EMGBB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","136","72","64","0","0","0","31","21","41","43","0.0","Homozygous - Lethal","lethal","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Emilin2","MGI:2389136","Emilin2<em1(IMPC)J>","MGI:6151442","C57BL/6NJ","MGI:3056279","17","JAX","JR32024","HetXHet","95","48","47","14","10","No information available","13","11","21","26","0.25263157894736843","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Emilin3","MGI:2389142","Emilin3<tm1.1(KOMP)Vlcg>","MGI:5635065","C57BL/6NJ","MGI:3056279","2","JAX","JR26535","HetXHet","54","26","28","9","7","No information available","3","8","14","13","0.2962962962962963","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Eml1","MGI:1915769","Eml1<em1(IMPC)Wtsi>","MGI:6153330","C57BL/6N","MGI:2159965","12","WTSI","DACJ","HetXHet","121","65","56","13","12","No information available","18","16","34","28","0.2066115702479339","Homozygous - Viable","viable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Eml2","MGI:1919455","Eml2<tm1b(EUCOMM)Wtsi>","MGI:5609351","C57BL/6N","MGI:2159965","7","BCM","EMLTB","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","173","91","82","16","21","0","27","20","48","41","0.2138728323699422","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
"Eml4","MGI:1926048","Eml4<em1(IMPC)J>","MGI:6151437","C57BL/6NJ","MGI:3056279","17","JAX","JR32023","HetXHet","108","55","53","3","1","No information available","15","23","37","29","0.037037037037037035","Homozygous - Subviable","subviable","curated","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=703&pipeID=7"
"Emp1","MGI:107941","Emp1<em1(IMPC)Mbp>","MGI:6158502","C57BL/6NCrl","MGI:2683688","6","UC Davis","CR1778","Female parents genotype = Heterozygous X Male parents genotype = Heterozygous","241","141","100","50","26","0","33","30","58","44","0.3153526970954357","Homozygous - Viable","viable","computed","","https://www.mousephenotype.org/impress/ProcedureInfo?action=list&procID=1188&pipeID=7"
