tx_name,seqnames,start,end,width,strand,tx_id,exon_rank,phast,gene_symbol,transcript
ENST00000296130.5,chr3,45026303,45036071,9769,+,43472,1,0.117053946156208,CLEC3B,ENST00000296130
ENST00000296135.11,chr3,45823316,45842119,18804,-,51168,4,0.183514145926399,LZTFL1,ENST00000296135
ENST00000296140.4,chr3,46201711,46208313,6603,-,51196,2,0.130349840981372,CCR1,ENST00000296140
ENST00000296142.4,chr3,46497976,46500950,2975,+,43574,2,0.074218487394958,RTP3,ENST00000296142
ENST00000296144.3,chr3,46518349,46580099,61751,-,51216,6,0.11459085682823,LRRC2,ENST00000296144
ENST00000296145.6,chr3,46577788,46582457,4670,+,43581,6,0.0859528907922912,TDGF1,ENST00000296145
ENST00000296149.9,chr3,47495640,47513712,18073,-,51321,2,0.0941182980136116,ELP6,ENST00000296149
ENST00000296161.9,chr3,122564338,122575203,10866,+,45956,3,0.169436775262286,DTX3L,ENST00000296161
ENST00000296181.9,chr3,124761948,124887365,125418,-,54257,5,0.100417005533496,ITGB5,ENST00000296181
ENST00000296215.8,chr1,37534449,37554293,19845,-,14202,2,0.210536659108088,SNIP1,ENST00000296215
ENST00000296218.8,chr1,37556919,37566856,9938,+,2663,5,0.187975447776213,DNALI1,ENST00000296218
ENST00000296220.6,chr3,125528858,125595497,66640,-,54321,4,0.191207983193278,OSBPL11,ENST00000296220
ENST00000296233.4,chr3,126342635,126357408,14774,-,54418,2,0.149350209828076,KLF15,ENST00000296233
ENST00000296238.4,chr3,184259213,184261553,2341,-,56399,1,0.739427595044853,CAMK2N2,ENST00000296238
ENST00000296252.9,chr3,185506262,185552588,46327,-,56453,9,0.103291816867054,LIPH,ENST00000296252
ENST00000296257.10,chr3,185586295,185633551,47257,+,48837,16,0.173311890301966,SENP2,ENST00000296257
ENST00000296271.4,chr3,129528639,129535344,6706,+,46470,3,0.211512078735461,RHO,ENST00000296271
ENST00000296292.8,chr3,53088483,53130435,41953,-,52324,11,0.17222129525898,RFT1,ENST00000296292
ENST00000296318.12,chr3,57089982,57165353,75372,-,52424,6,0.231335243857135,IL17RD,ENST00000296318
ENST00000296326.8,chr3,196197452,196211400,13949,-,57027,7,0.0726145243386623,ZDHHC19,ENST00000296326
ENST00000296327.10,chr3,196216534,196233427,16894,+,49444,6,0.0834379069492127,SLC51A,ENST00000296327
ENST00000296350.10,chr3,197001740,197029817,28078,-,57109,2,0.0986893653394116,MELTF,ENST00000296350
ENST00000296370.4,chr4,6693878,6697170,3293,+,57845,2,0.0514728211357425,S100P,ENST00000296370
ENST00000296387.6,chr1,42733093,42740236,7144,-,14526,1,0.1371640537514,CLDN19,ENST00000296387
ENST00000296411.11,chr4,98995721,99062809,67089,+,60164,4,0.167361266377499,METAP1,ENST00000296411
ENST00000296417.6,chr4,99948088,99950275,2188,-,65374,4,0.539396709323583,H2AFZ,ENST00000296417
ENST00000296424.9,chr4,103077592,103099834,22243,-,65515,3,0.123917637009396,BDH2,ENST00000296424
ENST00000296435.2,chr3,48223347,48225491,2145,+,43665,3,0.116596736596737,CAMP,ENST00000296435
ENST00000296438.9,chr3,48372219,48394725,22507,+,43676,9,0.155093970764651,FBXW12,ENST00000296438
ENST00000296440.11,chr3,48403854,48430086,26233,-,51403,32,0.302073723935502,PLXNB1,ENST00000296440
ENST00000296452.5,chr3,49554477,49671549,117073,+,43822,7,0.25685854125204,BSN,ENST00000296452
ENST00000296456.10,chr3,49674351,49683971,9621,+,43826,17,0.310965596091883,APEH,ENST00000296456
ENST00000296464.9,chr4,127782322,127840733,58412,+,61071,15,0.171326097377252,HSPA4L,ENST00000296464
ENST00000296474.8,chr3,49887002,49903873,16872,-,51964,1,0.215119724988146,MST1R,ENST00000296474
ENST00000296484.7,chr3,52075226,52154423,79198,-,52169,1,0.117110280562641,POC1A,ENST00000296484
ENST00000296490.8,chr3,52254434,52278649,24216,-,52195,8,0.232755203171457,WDR82,ENST00000296490
ENST00000296498.3,chr4,118280038,118353003,72966,-,65877,1,0.135415124852672,PRSS12,ENST00000296498
ENST00000296503.10,chr4,173331376,173334358,2983,-,67100,4,0.40465973851827,HMGB2,ENST00000296503
ENST00000296504.4,chr4,173370954,173377532,6579,+,62229,1,0.228408572731418,SAP30,ENST00000296504
ENST00000296506.8,chr4,173384701,173399116,14416,-,67112,2,0.156430355160932,SCRG1,ENST00000296506
ENST00000296509.11,chr4,120055623,120066848,11226,-,65948,4,0.152307144129699,MAD2L1,ENST00000296509
ENST00000296511.10,chr4,121667946,121696980,29035,-,65986,7,0.133101429309454,ANXA5,ENST00000296511
ENST00000296513.7,chr4,122379011,122429784,50774,+,60959,10,0.193305628865168,ADAD1,ENST00000296513
ENST00000296518.11,chr4,155667198,155732349,65152,+,61858,3,0.0976762033398821,GUCY1A1,ENST00000296518
ENST00000296522.11,chr4,174490175,174522488,32314,-,67152,2,0.106678219966578,HPGD,ENST00000296522
ENST00000296525.7,chr4,176213673,176269222,55550,-,67204,1,0.0911899189918992,ASB5,ENST00000296525
ENST00000296529.11,chr4,158210486,158255416,44931,+,61959,10,0.12322895105829,TMEM144,ENST00000296529
ENST00000296533.3,chr4,163323962,163332596,8635,-,66894,2,0.237707006369427,NPY1R,ENST00000296533
ENST00000296564.9,chr5,5422677,5490220,67544,+,67833,18,0.101165166410044,ICE1,ENST00000296564
ENST00000296575.8,chr4,144646156,144745271,99116,+,61428,3,0.227680697364704,HHIP,ENST00000296575
ENST00000296577.9,chr4,145098311,145129524,31214,+,61446,17,0.18919395143205,ABCE1,ENST00000296577
ENST00000296581.11,chr4,146175718,146191535,15818,+,61490,3,0.214831204956379,LSM6,ENST00000296581
ENST00000296582.8,chr4,147617397,147636721,19325,+,61531,2,0.246659767141009,TMEM184C,ENST00000296582
ENST00000296585.10,chr5,52989352,53094779,105428,+,69044,25,0.132451530902607,ITGA2,ENST00000296585
ENST00000296597.10,chr5,60945205,61153026,207822,+,69262,3,0.202426114655808,NDUFAF2,ENST00000296597
ENST00000296600.5,chr5,122129546,122153569,24024,+,71184,2,0.116691641691642,ZNF474,ENST00000296600
ENST00000296603.5,chr5,36098407,36151887,53481,-,74851,12,0.221035507937399,LMBRD2,ENST00000296603
ENST00000296632.8,chr5,111496033,111512535,16503,-,76853,3,0.12630430830758,STARD4,ENST00000296632
ENST00000296641.5,chr5,76615482,76623403,7922,-,75871,1,0.168555920222166,F2RL2,ENST00000296641
ENST00000296657.7,chr5,10564070,10657816,93747,+,68039,4,0.0596765763171087,ANKRD33B,ENST00000296657
ENST00000296658.4,chr5,10277595,10307902,30308,-,74380,5,0.0842021908407021,CMBL,ENST00000296658
ENST00000296674.13,chr5,82273320,82278354,5035,-,76082,3,0.130923535253227,RPS23,ENST00000296674
ENST00000296677.5,chr5,76819030,76835315,16286,+,70054,2,0.136878300380695,F2RL1,ENST00000296677
ENST00000296679.9,chr5,77430933,77492316,61384,-,75883,9,0.176866936009384,WDR41,ENST00000296679
ENST00000296694.5,chr5,147878711,147882191,3481,+,72380,2,0.0795748348175812,SCGB3A2,ENST00000296694
ENST00000296702.9,chr5,146447312,146511961,64650,+,72337,22,0.257928847641145,TCERG1,ENST00000296702
ENST00000296721.9,chr5,149271859,149343637,71779,+,72459,9,0.107357305061369,AFAP1L1,ENST00000296721
ENST00000296733.5,chr5,55112995,55173175,60181,-,75258,4,0.142672936641133,CDC20B,ENST00000296733
ENST00000296736.4,chr5,149993118,150000654,7537,-,78390,2,0.265583123258591,TIGD6,ENST00000296736
ENST00000296739.6,chr5,80320002,80321842,1841,+,70199,1,0.192612710483433,SPZ1,ENST00000296739
ENST00000296742.11,chr6,7326684,7389709,63026,-,85926,6,0.142136578554882,CAGE1,ENST00000296742
ENST00000296754.7,chr5,96760810,96808100,47291,-,76625,14,0.15511831003785,ERAP1,ENST00000296754
ENST00000296755.12,chr5,72107475,72209565,102091,+,69810,3,0.214982711502484,MAP1B,ENST00000296755
ENST00000296776.6,chr5,73173193,73175143,1951,+,69863,2,0.240850845720144,TMEM174,ENST00000296776
ENST00000296777.5,chr5,71719275,71721045,1771,+,69807,2,0.390287972896668,CARTPT,ENST00000296777
ENST00000296785.8,chr5,73552190,73565639,13450,-,75760,7,0.214513011152416,ANKRA2,ENST00000296785
ENST00000296786.8,chr5,159263290,159286036,22747,+,72904,8,0.205855717237438,UBLCP1,ENST00000296786
ENST00000296792.9,chr5,73565743,73583380,17638,+,69904,12,0.189409230071437,UTP15,ENST00000296792
ENST00000296805.8,chr5,74721206,74767117,45912,-,75785,21,0.181386129987803,GFM2,ENST00000296805
ENST00000296839.5,chr6,1312098,1314758,2661,+,79709,1,0.303945885005637,FOXQ1,ENST00000296839
ENST00000296849.10,chr5,1008802,1038943,30142,+,67738,5,0.0219361688010086,NKD2,ENST00000296849
ENST00000296861.2,chr6,47231532,47309905,78374,-,88054,1,0.145414295557201,TNFRSF21,ENST00000296861
ENST00000296870.3,chr5,132060655,132063204,2550,+,71399,4,0.0963921568627451,IL3,ENST00000296870
ENST00000296871.4,chr5,132073789,132076170,2382,+,71400,1,0.150335852225021,CSF2,ENST00000296871
ENST00000296877.3,chr5,132873668,132875046,1379,+,71492,1,0.281218274111675,LEAP2,ENST00000296877
ENST00000296921.6,chr5,171309248,171312139,2892,+,73273,2,0.544190871369295,TLX3,ENST00000296921
ENST00000296946.6,chr6,166157656,166168619,10964,-,91393,2,0.139164538489602,TBXT,ENST00000296946
ENST00000296953.6,chr5,173056352,173139284,82933,+,73381,5,0.233806807905177,CREBRF,ENST00000296953
ENST00000296955.12,chr6,117482657,117569858,87202,+,83982,5,0.153573312538704,DCBLD1,ENST00000296955
ENST00000297029.10,chr7,12570720,12660182,89463,+,92145,8,0.10481539854465,SCIN,ENST00000297029
ENST00000297107.11,chr5,154190733,154420984,230252,+,72736,5,0.127296179837743,GALNT10,ENST00000297107
ENST00000297109.11,chr5,154445997,154461053,15057,+,72748,1,0.270239755595404,SAP30L,ENST00000297109
ENST00000297130.4,chr5,150660882,150679365,18484,+,72568,2,0.0825957584938325,MYOZ3,ENST00000297130
ENST00000297142.4,chr7,31337465,31340726,3262,-,98844,2,0.859564684242796,NEUROD6,ENST00000297142
ENST00000297146.7,chr7,113080247,113087755,7509,-,102224,3,0.691130643228126,GPR85,ENST00000297146
ENST00000297151.9,chr5,160401641,160419081,17441,-,78779,10,0.19990252852474,SLU7,ENST00000297151
ENST00000297156.4,chr5,134738548,134752157,13610,+,71581,1,0.167788390889052,CAMLG,ENST00000297156
ENST00000297157.8,chr7,33094797,33109404,14608,-,98896,4,0.1460569550931,RP9,ENST00000297157
ENST00000297161.6,chr7,33904911,34155872,250962,+,92900,6,0.144934292841146,BMPER,ENST00000297161
ENST00000297185.9,chr5,138553756,138575401,21646,-,77794,5,0.156754134713111,HSPA9,ENST00000297185
ENST00000297203.3,chr7,88794106,88795737,1632,-,100686,2,0.263357843137255,TEX47,ENST00000297203
ENST00000297205.7,chr7,90154469,90164827,10359,+,94671,4,0.208813592045564,STEAP1,ENST00000297205
ENST00000297258.11,chr8,81280536,81284775,4240,+,106839,2,0.185872641509434,FABP5,ENST00000297258
ENST00000297261.7,chr7,155799980,155812463,12484,-,103707,1,0.380174623518104,SHH,ENST00000297261
ENST00000297265.5,chr8,81732448,81759515,27068,+,106848,5,0.145500221663957,CHMP4C,ENST00000297265
ENST00000297267.14,chr6,159169400,159272108,102709,+,85234,15,0.0864646720345831,FNDC1,ENST00000297267
ENST00000297273.9,chr7,94509809,94557019,47211,+,94868,7,0.230355213827287,CASD1,ENST00000297273
ENST00000297283.4,chr7,44062727,44065567,2841,-,99216,3,0.306335797254488,PGAM2,ENST00000297283
ENST00000297290.4,chr7,98281686,98291545,9860,+,94967,3,0.0920486815415822,BRI3,ENST00000297290
ENST00000297293.6,chr7,98106862,98209638,102777,+,94961,12,0.155119336038219,LMTK2,ENST00000297293
ENST00000297316.5,chr8,54457935,54460892,2958,+,106029,2,0.38816768086545,SOX17,ENST00000297316
ENST00000297324.5,chr8,13566869,13568288,1420,+,104343,1,0.166549295774648,C8orf48,ENST00000297324
ENST00000297347.7,chr8,117520713,117540262,19550,+,107745,3,0.168624040920716,MED30,ENST00000297347
ENST00000297350.9,chr8,118923557,118951885,28329,-,112624,4,0.183391577535388,TNFRSF11B,ENST00000297350
ENST00000297354.7,chr8,73064543,73093172,28630,-,111192,5,0.116060076842473,SBSPON,ENST00000297354
ENST00000297375.4,chr7,155458129,155464831,6703,+,97597,2,0.299075041026406,EN2,ENST00000297375
ENST00000297435.3,chr8,6935820,6938306,2487,-,109088,3,0.00562927221552071,DEFA4,ENST00000297435
ENST00000297436.3,chr8,6924697,6926076,1380,-,109087,1,0.0196376811594203,DEFA6,ENST00000297436
ENST00000297438.6,chr8,89901859,89927868,26010,+,106990,4,0.187920030757401,OSGIN2,ENST00000297438
ENST00000297439.4,chr8,6870592,6877936,7345,-,109085,2,0.0441116405718176,DEFB1,ENST00000297439
ENST00000297440.11,chr7,726699,786475,59777,+,91656,4,0.0478327784934004,DNAAF5,ENST00000297440
ENST00000297459.4,chr8,108778974,108787594,8621,-,112438,2,0.215613037930635,TMEM74,ENST00000297459
ENST00000297494.8,chr7,150991017,151014588,23572,+,97360,18,0.20982945867979,NOS3,ENST00000297494
ENST00000297508.8,chr7,1434359,1459470,25112,-,97794,14,0.0525167250716789,MICALL2,ENST00000297508
ENST00000297532.11,chr7,151076624,151080809,4186,-,103412,4,0.513425704730052,FASTK,ENST00000297532
ENST00000297533.9,chr7,151081085,151083493,2409,-,103428,3,0.464757160647571,TMUB1,ENST00000297533
ENST00000297534.7,chr7,139341337,139346328,4992,+,96735,2,0.20995592948718,FMC1,ENST00000297534
ENST00000297540.5,chr5,126600947,126627252,26306,+,71304,4,0.120455409412301,PHAX,ENST00000297540
ENST00000297578.9,chr8,103398638,103415107,16470,-,112306,3,0.200528233151183,SLC25A32,ENST00000297578
ENST00000297581.2,chr8,104339826,104356689,16864,+,107587,4,0.159493595825427,DCSTAMP,ENST00000297581
ENST00000297591.10,chr8,94487689,94553469,65781,-,111884,23,0.210150347364742,VIRMA,ENST00000297591
ENST00000297598.5,chr8,93916923,93926068,9146,+,107169,2,0.454034550623223,PDP1,ENST00000297598
ENST00000297613.4,chr9,34610486,34612104,1619,-,119432,2,0.343051266213712,RPP25L,ENST00000297613
ENST00000297620.8,chr9,34398190,34458570,60381,-,119423,6,0.212947781586925,FAM219A,ENST00000297620
ENST00000297623.7,chr9,34379019,34397810,18792,-,119412,4,0.20411877394636,C9orf24,ENST00000297623
ENST00000297625.8,chr9,34366666,34376898,10233,-,119405,2,0.338737418156943,MYORG,ENST00000297625
ENST00000297661.9,chr9,34179043,34252523,73481,+,114800,7,0.162161647228535,UBAP1,ENST00000297661
ENST00000297679.10,chr16,30985207,30989147,3941,+,186433,4,0.292742958639939,HSD3B7,ENST00000297679
ENST00000297689.4,chr9,91409045,91423832,14788,-,120633,2,0.25102109818772,NFIL3,ENST00000297689
ENST00000297720.9,chr8,38386441,38408544,22104,+,105339,6,0.187504524068042,LETM2,ENST00000297720
ENST00000297819.4,chr7,130207860,130216844,8985,+,96450,3,0.247991096271564,SSMEM1,ENST00000297819
ENST00000297857.3,chr8,123248451,123274487,26037,-,112760,3,0.309113953220417,ZHX1,ENST00000297857
ENST00000297894.5,chr9,113297454,113303271,5818,-,121475,4,0.158800275008594,RNF183,ENST00000297894
ENST00000297913.3,chr9,122614738,122615682,945,+,117051,1,0.426878306878307,OR1Q1,ENST00000297913
ENST00000297988.6,chr9,33383191,33402568,19378,-,119318,4,0.0859066983176798,AQP7,ENST00000297988
ENST00000297990.9,chr9,33461353,33473924,12572,-,119343,10,0.285944957047407,NOL6,ENST00000297990
ENST00000297991.6,chr9,33441160,33447593,6434,-,119337,2,0.243083618277899,AQP3,ENST00000297991
ENST00000298085.4,chrX,70925588,70931125,5538,-,249674,4,0.479342723004695,SLC7A3,ENST00000298085
ENST00000298159.11,chr14,34709113,34714593,5481,-,171524,2,0.648056923918993,CFL2,ENST00000298159
ENST00000298181.6,chrX,52644061,52654900,10840,-,249191,3,0.0259686346863468,SSX7,ENST00000298181
ENST00000298190.10,chrX,46447292,46473669,26378,+,244683,6,0.26076654788081,KRBOX4,ENST00000298190
ENST00000298198.5,chr11,74330316,74398433,68118,-,144247,9,0.258199007604451,PGM2L1,ENST00000298198
ENST00000298223.11,chr11,72216794,72221950,5157,+,136812,4,0.175004847779717,FOLR2,ENST00000298223
ENST00000298229.7,chr11,72224767,72239147,14381,+,136819,25,0.365023294624852,INPPL1,ENST00000298229
ENST00000298231.5,chr11,72239077,72244176,5100,-,144044,3,0.231156862745098,PHOX2A,ENST00000298231
ENST00000298248.12,chr13,20403669,20525857,122189,-,163170,1,0.0723199305993174,CRYL1,ENST00000298248
ENST00000298251.5,chr11,124919205,124936047,16843,-,146518,7,0.200409665736508,HEPACAM,ENST00000298251
ENST00000298281.8,chr11,83156988,83187451,30464,+,137323,16,0.413005514705883,PCF11,ENST00000298281
ENST00000298283.5,chr14,46651010,46651781,772,-,171805,1,0.705051813471503,RPL10L,ENST00000298283
ENST00000298288.11,chr14,49598940,49614672,15733,+,166858,1,0.21705968346787,LRR1,ENST00000298288
ENST00000298289.7,chr14,49618530,49620626,2097,-,171841,2,0.188841201716738,RPL36AL,ENST00000298289
ENST00000298295.4,chr10,44976128,44978809,2682,-,128957,2,0.0827367636092468,DEPP1,ENST00000298295
ENST00000298296.1,chrX,141838316,141897832,59517,+,247154,8,0.126289967572291,MAGEC3,ENST00000298296
ENST00000298299.4,chr10,45000923,45005326,4404,+,124214,2,0.321321525885558,ZNF22,ENST00000298299
ENST00000298307.10,chr14,49768153,49786385,18233,+,166873,6,0.222289255745078,KLHDC2,ENST00000298307
ENST00000298316.7,chr14,49893082,49897054,3973,+,166886,2,0.890410269317896,ARF6,ENST00000298316
ENST00000298317.9,chr11,126202096,126211650,9555,-,146602,3,0.136860282574568,RPUSD4,ENST00000298317
ENST00000298351.5,chr14,77181798,77259495,77698,+,168469,20,0.0795580323817858,TMEM63C,ENST00000298351
ENST00000298375.12,chr10,4826207,4848062,21856,+,122986,3,0.04872803806735,AKR1E2,ENST00000298375
ENST00000298396.7,chrX,48346427,48356703,10277,-,248844,4,0.0384061496545685,SSX3,ENST00000298396
ENST00000298428.14,chr10,12129677,12165407,35731,+,123247,6,0.117430242646441,SEC61A2,ENST00000298428
ENST00000298440.5,chr13,96985719,96994350,8632,-,164828,4,0.161260426320667,OXGR1,ENST00000298440
ENST00000298454.3,chr10,49102172,49115509,13338,-,129132,1,0.072094766831609,VSTM4,ENST00000298454
ENST00000298466.9,chr9,135693407,135699528,6122,-,122481,7,0.036327997386475,SOHLH1,ENST00000298466
ENST00000298510.4,chr10,119167720,119178812,11093,-,131433,4,0.142973046065086,PRDX3,ENST00000298510
ENST00000298532.2,chr9,136375577,136398797,23221,-,122542,13,0.0648809267473408,SNAPC4,ENST00000298532
ENST00000298537.11,chr9,136401925,136410609,8685,-,122548,3,0.117236614853195,ENTR1,ENST00000298537
ENST00000298569.9,chr5,176346062,176361764,15703,-,79050,9,0.14164172451124,KIAA1191,ENST00000298569
ENST00000298573.9,chr12,12473282,12562863,89582,-,154907,6,0.158057422250007,DUSP16,ENST00000298573
ENST00000298585.3,chr9,137582081,137590512,8432,-,122808,5,0.131178842504744,ZMYND19,ENST00000298585
ENST00000298630.8,chr10,132207492,132307950,100459,-,131847,10,0.0414855811823728,STK32C,ENST00000298630
ENST00000298681.5,chr14,20999293,21001871,2579,+,165458,4,0.275882124854595,SLC39A2,ENST00000298681
ENST00000298687.9,chr14,21016763,21025776,9014,-,170516,15,0.305924118038607,NDRG2,ENST00000298687
ENST00000298690.5,chr14,21042362,21044233,1872,+,165475,2,0.0776709401709402,RNASE7,ENST00000298690
ENST00000298694.9,chr14,21070304,21090248,19945,+,165479,4,0.347746302331411,ARHGEF40,ENST00000298694
ENST00000298699.7,chr12,87980035,88029401,49367,-,158330,3,0.164851013835153,C12orf50,ENST00000298699
ENST00000298705.6,chr14,64549961,64589381,39421,+,167630,1,0.180155247203267,PPP1R36,ENST00000298705
ENST00000298717.9,chr14,21498138,21511340,13203,-,170691,5,0.265182155570704,METTL3,ENST00000298717
ENST00000298738.3,chr13,45541294,45615739,74446,-,163978,11,0.0683381242780002,ERICH6B,ENST00000298738
ENST00000298743.9,chr9,86944362,86947506,3145,-,120495,1,0.630556438791732,GAS1,ENST00000298743
ENST00000298746.5,chr10,114938195,114977676,39482,+,126898,2,0.160766931766374,TRUB1,ENST00000298746
ENST00000298767.10,chr10,86435256,86521792,86537,-,130117,6,0.173381328217988,WAPL,ENST00000298767
ENST00000298784.5,chr10,87095196,87191463,96268,+,125596,9,0.160364814891761,SHLD2,ENST00000298784
ENST00000298815.13,chr11,100687288,100993941,306654,+,137751,14,0.0744653583517585,ARHGAP42,ENST00000298815
ENST00000298838.11,chr11,47177522,47186434,8913,-,141919,10,0.286659934926512,PACSIN3,ENST00000298838
ENST00000298854.7,chr11,47437764,47449136,11373,-,141980,2,0.174791172074211,RAPSN,ENST00000298854
ENST00000298875.9,chr14,92121969,92172145,50177,+,168961,16,0.171233832233892,CPSF2,ENST00000298875
ENST00000298892.9,chr12,30709553,30754514,44962,-,155497,3,0.19759797162048,CAPRIN2,ENST00000298892
