gene,null_model,alt_model,species,p,omega,branch
COL5A3,b_neut,b_free,12,1,0.469,Human
COL5A3,b_neut,b_free,41,0,0,Homo-Pan
COL5A3,b_neut,b_free,34,1,0.253,Primate
COL5A3,b_neut,b_free,39,1,0.147,Great Ape
COL5A3,b_neut,b_free,35,0,0.485,Haplorhine
COL6A1,b_neut,b_free,32,0.973089,0.867,Primate
COL6A1,b_neut,b_free,12,1.5e-05,0.096,Human
COL6A1,b_neut,b_free,39,0.059925,0,Homo-Pan
COL6A1,b_neut,b_free,37,0.293372,0.073,Great Ape
COL6A1,b_neut,b_free,33,0.089014,0.223,Haplorhine
COL6A2,b_neut,b_free,12,2e-06,0.046,Human
COL6A2,b_neut,b_free,40,0.055825,0.084,Homo-Pan
COL6A2,b_neut,b_free,33,0.207129,0.275,Primate
COL6A2,b_neut,b_free,38,0.000324,0,Great Ape
COL6A2,b_neut,b_free,34,0.816602,1.369,Haplorhine
COL6A3,b_neut,b_free,12,0,0.125,Human
COL6A3,b_neut,b_free,41,0.002802,0.167,Homo-Pan
COL6A3,b_neut,b_free,34,0.076439,0.375,Primate
COL6A3,b_neut,b_free,39,9e-06,0.091,Great Ape
COL6A3,b_neut,b_free,35,2.5e-05,0.161,Haplorhine
COL6A5,b_neut,b_free,12,0.001316,0.317,Human
COL6A5,b_neut,b_free,41,0.145213,999,Homo-Pan
COL6A5,b_neut,b_free,34,0.091552,0.575,Primate
COL6A5,b_neut,b_free,39,0.026988,0.372,Great Ape
COL6A5,b_neut,b_free,35,0.186692,2.205,Haplorhine
COL6A6,b_neut,b_free,12,0.006353,0.293,Human
COL6A6,b_neut,b_free,41,0.000154,0,Homo-Pan
COL6A6,b_neut,b_free,34,2e-06,0.15,Primate
COL6A6,b_neut,b_free,39,0.046973,0.222,Great Ape
COL6A6,b_neut,b_free,35,0.792631,1.607,Haplorhine
COL7A1,b_neut,b_free,12,0.084319,0.483,Human
COL7A1,b_neut,b_free,41,0.013209,0.359,Homo-Pan
COL7A1,b_neut,b_free,34,0.038996,0.402,Primate
COL7A1,b_neut,b_free,39,0.000459,0.139,Great Ape
COL7A1,b_neut,b_free,35,0.746612,1.216,Haplorhine
COL8A1,b_neut,b_free,12,0.200246,0.229,Human
COL8A1,b_neut,b_free,41,0.153603,0,Homo-Pan
COL8A1,b_neut,b_free,34,0.020487,0.151,Primate
COL8A1,b_neut,b_free,39,0.978563,0,Great Ape
COL8A1,b_neut,b_free,35,0.196203,0.388,Haplorhine
COL8A2,b_neut,b_free,12,0.113359,0.272,Human
COL8A2,b_neut,b_free,41,0.00581,0,Homo-Pan
COL8A2,b_neut,b_free,34,0.663553,0.57,Primate
COL8A2,b_neut,b_free,39,0.063574,0.159,Great Ape
COL8A2,b_neut,b_free,35,0.386455,0.143,Haplorhine
COL9A1,b_neut,b_free,12,0.766614,0.761,Human
COL9A1,b_neut,b_free,41,1,0.565,Homo-Pan
COL9A1,b_neut,b_free,34,0.510645,0.555,Primate
COL9A1,b_neut,b_free,39,0.921255,1.151,Great Ape
COL9A1,b_neut,b_free,35,0.007324,0.154,Haplorhine
COL9A2,b_neut,b_free,12,0.922265,1.074,Human
COL9A2,b_neut,b_free,41,0.948772,0.897,Homo-Pan
COL9A2,b_neut,b_free,34,0.485606,999,Primate
COL9A2,b_neut,b_free,39,0.268164,999,Great Ape
COL9A2,b_neut,b_free,35,0.197392,0.177,Haplorhine
COL9A3,b_neut,b_free,12,0.0112,0.252,Human
COL9A3,b_neut,b_free,41,1,0.565,Homo-Pan
COL9A3,b_neut,b_free,34,0.281862,0.327,Primate
COL9A3,b_neut,b_free,39,0.147993,999,Great Ape
COL9A3,b_neut,b_free,35,0.375593,0.467,Haplorhine
COLCA2,b_neut,b_free,12,0.557941,0.431,Human
COLCA2,b_neut,b_free,41,0.55754,0.431,Homo-Pan
COLCA2,b_neut,b_free,34,0.978357,0,Primate
COLCA2,b_neut,b_free,39,0.178893,0,Great Ape
COLCA2,b_neut,b_free,35,0.983688,0,Haplorhine
COLEC10,b_neut,b_free,12,1,949.99,Human
COLEC10,b_neut,b_free,41,0.998872,0.692,Homo-Pan
COLEC10,b_neut,b_free,34,0.218752,0.107,Primate
COLEC10,b_neut,b_free,39,0.995213,0,Great Ape
COLEC10,b_neut,b_free,35,0.65358,999,Haplorhine
COLEC11,b_neut,b_free,12,8.9e-05,0.069,Human
COLEC11,b_neut,b_free,40,0.083825,0,Homo-Pan
COLEC11,b_neut,b_free,33,0.254843,0.126,Primate
COLEC11,b_neut,b_free,38,0.992264,66.047,Great Ape
COLEC11,b_neut,b_free,34,0.447689,0.216,Haplorhine
COLEC12,b_neut,b_free,12,0.027303,0.162,Human
COLEC12,b_neut,b_free,41,0.000307,0,Homo-Pan
COLEC12,b_neut,b_free,34,0.003377,0,Primate
COLEC12,b_neut,b_free,39,0.002414,0,Great Ape
COLEC12,b_neut,b_free,35,0.091815,0.085,Haplorhine
COLGALT1,b_neut,b_free,11,0,0,Human
COLGALT1,b_neut,b_free,39,0.803067,0,Homo-Pan
COLGALT1,b_neut,b_free,32,0.114516,0.024,Primate
COLGALT1,b_neut,b_free,37,0.058508,0,Great Ape
COLGALT1,b_neut,b_free,33,0.48125,0.043,Haplorhine
COLGALT2,b_neut,b_free,12,0.043989,0.121,Human
COLGALT2,b_neut,b_free,41,0.028508,0,Homo-Pan
COLGALT2,b_neut,b_free,34,0.068431,0.081,Primate
COLGALT2,b_neut,b_free,39,0.269629,999,Great Ape
COLGALT2,b_neut,b_free,35,0.002277,0,Haplorhine
COLQ,b_neut,b_free,12,0.167427,0.347,Human
COLQ,b_neut,b_free,41,0.978983,0,Homo-Pan
COLQ,b_neut,b_free,34,0.62999,0.196,Primate
COLQ,b_neut,b_free,39,0.036315,0,Great Ape
COLQ,b_neut,b_free,35,0.972597,0,Haplorhine
COMMD1,b_neut,b_free,12,0.108079,0,Human
COMMD1,b_neut,b_free,41,0.986842,86.578,Homo-Pan
COMMD1,b_neut,b_free,34,1,18.852,Primate
COMMD1,b_neut,b_free,39,0.992775,0,Great Ape
COMMD1,b_neut,b_free,35,0.545178,0.518,Haplorhine
COMMD10,b_neut,b_free,12,0.188568,0.203,Human
COMMD10,b_neut,b_free,41,1,0.568,Homo-Pan
COMMD10,b_neut,b_free,34,0.067029,0,Primate
COMMD10,b_neut,b_free,39,1,0.575,Great Ape
COMMD10,b_neut,b_free,35,0.125727,0,Haplorhine
COMMD2,b_neut,b_free,12,0.03178,0,Human
COMMD2,b_neut,b_free,41,1,1.904,Homo-Pan
COMMD2,b_neut,b_free,34,1,0,Primate
COMMD2,b_neut,b_free,39,1,0.566,Great Ape
COMMD2,b_neut,b_free,35,0.652605,0.462,Haplorhine
COMMD3,b_neut,b_free,12,0.42102,711.833,Human
COMMD3,b_neut,b_free,41,0.997743,0,Homo-Pan
COMMD3,b_neut,b_free,34,1,0.611,Primate
COMMD3,b_neut,b_free,39,0.424863,999,Great Ape
COMMD3,b_neut,b_free,35,0.210668,999,Haplorhine
COMMD4,b_neut,b_free,12,0.995213,12.173,Human
COMMD4,b_neut,b_free,41,0.020182,0,Homo-Pan
COMMD4,b_neut,b_free,34,0.018488,0,Primate
COMMD4,b_neut,b_free,39,0.998872,0.539,Great Ape
COMMD4,b_neut,b_free,35,1,6.492,Haplorhine
COMMD5,b_neut,b_free,12,0.16952,0.197,Human
COMMD5,b_neut,b_free,39,0.423128,999,Homo-Pan
COMMD5,b_neut,b_free,32,0.502343,0.188,Primate
COMMD5,b_neut,b_free,37,0.982777,0,Great Ape
COMMD5,b_neut,b_free,33,0.021066,0.035,Haplorhine
COMMD6,b_neut,b_free,12,0.095209,0,Human
COMMD6,b_neut,b_free,41,0.99563,0,Homo-Pan
COMMD6,b_neut,b_free,34,0.992182,0,Primate
COMMD6,b_neut,b_free,39,1,1.047,Great Ape
COMMD6,b_neut,b_free,35,0.465986,0.323,Haplorhine
COMMD7,b_neut,b_free,12,0.02902,0,Human
COMMD7,b_neut,b_free,41,0.102201,0,Homo-Pan
COMMD7,b_neut,b_free,34,0.747881,0,Primate
COMMD7,b_neut,b_free,39,0.335995,0,Great Ape
COMMD7,b_neut,b_free,35,0.365525,0,Haplorhine
COMMD8,b_neut,b_free,12,1,0.386,Human
COMMD8,b_neut,b_free,41,0.985202,0.539,Homo-Pan
COMMD8,b_neut,b_free,34,0.852369,999,Primate
COMMD8,b_neut,b_free,39,1,0.528,Great Ape
COMMD8,b_neut,b_free,35,0.144947,0.098,Haplorhine
COMMD9,b_neut,b_free,12,0.397375,999,Human
COMMD9,b_neut,b_free,41,1,0.561,Homo-Pan
COMMD9,b_neut,b_free,34,0.317221,0.096,Primate
COMMD9,b_neut,b_free,39,1,0.554,Great Ape
COMMD9,b_neut,b_free,35,0.451986,0,Haplorhine
COMP,b_neut,b_free,11,0.51722,0.43,Human
COMP,b_neut,b_free,39,0.071287,0.103,Homo-Pan
COMP,b_neut,b_free,32,0,0.028,Primate
COMP,b_neut,b_free,37,0.746221,999,Great Ape
COMP,b_neut,b_free,33,0.643619,0,Haplorhine
COMT,b_neut,b_free,12,0.156919,0.225,Human
COMT,b_neut,b_free,41,0.017563,0.069,Homo-Pan
COMT,b_neut,b_free,34,0.000605,0.119,Primate
COMT,b_neut,b_free,39,0.355132,0.26,Great Ape
COMT,b_neut,b_free,35,0.435471,999,Haplorhine
COMTD1,b_neut,b_free,12,0.059386,0.105,Human
COMTD1,b_neut,b_free,41,0.997743,0.554,Homo-Pan
COMTD1,b_neut,b_free,34,0.38299,999,Primate
COMTD1,b_neut,b_free,39,0.996808,0.563,Great Ape
COMTD1,b_neut,b_free,35,0.892832,182.215,Haplorhine
COP1,b_neut,b_free,12,0.000277,0,Human
COP1,b_neut,b_free,41,0.004188,0,Homo-Pan
COP1,b_neut,b_free,34,1,20.35,Primate
COP1,b_neut,b_free,39,0.288279,999,Great Ape
COP1,b_neut,b_free,35,0.18708,0.025,Haplorhine
COPA,b_neut,b_free,12,0.289816,0.344,Human
COPA,b_neut,b_free,41,0.954441,0,Homo-Pan
COPA,b_neut,b_free,34,0.851755,0,Primate
COPA,b_neut,b_free,39,0.000752,0,Great Ape
COPA,b_neut,b_free,35,0.003354,0,Haplorhine
COPB1,b_neut,b_free,12,0.004497,0,Human
COPB1,b_neut,b_free,41,0.013304,0.09,Homo-Pan
COPB1,b_neut,b_free,34,0.002309,0,Primate
COPB1,b_neut,b_free,39,0.995778,0.563,Great Ape
COPB1,b_neut,b_free,35,1,1.045,Haplorhine
COPB2,b_neut,b_free,12,0.283478,999,Human
COPB2,b_neut,b_free,41,0.997236,0.582,Homo-Pan
COPB2,b_neut,b_free,34,0.124073,0,Primate
COPB2,b_neut,b_free,39,0.093228,0,Great Ape
COPB2,b_neut,b_free,35,0.001385,0,Haplorhine
COPE,b_neut,b_free,11,2.1e-05,0,Human
COPE,b_neut,b_free,39,0.985728,0,Homo-Pan
COPE,b_neut,b_free,32,0.391851,0.127,Primate
COPE,b_neut,b_free,37,0.974975,0,Great Ape
COPE,b_neut,b_free,33,0.515656,0.316,Haplorhine
COPG1,b_neut,b_free,31,0.162776,0,Primate
COPG1,b_neut,b_free,11,0.003614,0,Human
COPG1,b_neut,b_free,38,0.018591,0,Homo-Pan
COPG1,b_neut,b_free,36,0.000486,0,Great Ape
COPG1,b_neut,b_free,32,0.002035,0.022,Haplorhine
COPG2,b_neut,b_free,12,0.11056,0,Human
COPG2,b_neut,b_free,41,0.14002,0,Homo-Pan
COPG2,b_neut,b_free,34,0.00297,0,Primate
COPG2,b_neut,b_free,39,0.446658,999,Great Ape
COPG2,b_neut,b_free,35,0.000658,0.037,Haplorhine
COPRS,b_neut,b_free,12,0.417313,999,Human
COPRS,b_neut,b_free,41,1,0.565,Homo-Pan
COPRS,b_neut,b_free,34,0.128364,0,Primate
COPRS,b_neut,b_free,39,1,0.565,Great Ape
COPRS,b_neut,b_free,35,0.5546,0,Haplorhine
COPS2,b_neut,b_free,12,0.997015,0.569,Human
COPS2,b_neut,b_free,41,0.996432,0.588,Homo-Pan
COPS2,b_neut,b_free,34,0.011538,0,Primate
COPS2,b_neut,b_free,39,0.050064,0,Great Ape
COPS2,b_neut,b_free,35,0.986842,0,Haplorhine
COPS3,b_neut,b_free,12,0.004962,0,Human
COPS3,b_neut,b_free,40,0.021838,0,Homo-Pan
COPS3,b_neut,b_free,33,0.030357,0,Primate
COPS3,b_neut,b_free,38,0.996808,0.56,Great Ape
COPS3,b_neut,b_free,34,0.038644,0,Haplorhine
COPS4,b_neut,b_free,12,0.023235,0,Human
COPS4,b_neut,b_free,41,0.975205,0,Homo-Pan
COPS4,b_neut,b_free,34,0.063023,0,Primate
COPS4,b_neut,b_free,39,0.9669,0,Great Ape
COPS4,b_neut,b_free,35,1,8.209,Haplorhine
COPS6,b_neut,b_free,12,0.004826,0,Human
COPS6,b_neut,b_free,41,0.996091,0.564,Homo-Pan
COPS6,b_neut,b_free,34,0.108516,0,Primate
COPS6,b_neut,b_free,39,0.010744,0,Great Ape
COPS6,b_neut,b_free,35,0.068161,0.063,Haplorhine
COPS7A,b_neut,b_free,12,0.026737,0,Human
COPS7A,b_neut,b_free,41,1,0.564,Homo-Pan
COPS7A,b_neut,b_free,34,0.051615,0,Primate
COPS7A,b_neut,b_free,39,1,0.564,Great Ape
COPS7A,b_neut,b_free,35,0.660319,0,Haplorhine
COPS7B,b_neut,b_free,12,0.114447,0,Human
COPS7B,b_neut,b_free,41,0.116796,0,Homo-Pan
COPS7B,b_neut,b_free,34,0.177798,0,Primate
COPS7B,b_neut,b_free,39,0.994029,0.564,Great Ape
COPS7B,b_neut,b_free,35,0.013464,0,Haplorhine
COPS8,b_neut,b_free,12,0.997477,0.565,Human
COPS8,b_neut,b_free,41,0.997477,0.566,Homo-Pan
COPS8,b_neut,b_free,34,0.582641,0.188,Primate
COPS8,b_neut,b_free,39,0.992864,0,Great Ape
COPS8,b_neut,b_free,35,0.114984,0,Haplorhine
COPS9,b_neut,b_free,12,0.022177,0,Human
COPS9,b_neut,b_free,40,1,0.598,Homo-Pan
COPS9,b_neut,b_free,33,0.899883,0,Primate
COPS9,b_neut,b_free,38,0.998872,0.559,Great Ape
COPS9,b_neut,b_free,34,0.990426,0,Haplorhine
COPZ1,b_neut,b_free,12,0.996615,35.958,Human
COPZ1,b_neut,b_free,41,1,0.67,Homo-Pan
COPZ1,b_neut,b_free,34,0.986089,0,Primate
COPZ1,b_neut,b_free,39,0.121184,0,Great Ape
COPZ1,b_neut,b_free,35,1,2.308,Haplorhine
COPZ2,b_neut,b_free,12,0.998046,0.57,Human
COPZ2,b_neut,b_free,41,0.997743,0.564,Homo-Pan
COPZ2,b_neut,b_free,34,0.463912,999,Primate
COPZ2,b_neut,b_free,39,0.997477,0.563,Great Ape
COPZ2,b_neut,b_free,35,0.011017,0,Haplorhine
COQ10A,b_neut,b_free,12,0.997743,0.622,Human
COQ10A,b_neut,b_free,41,0.998404,0.822,Homo-Pan
COQ10A,b_neut,b_free,34,0.374209,0,Primate
COQ10A,b_neut,b_free,39,0.146129,0,Great Ape
COQ10A,b_neut,b_free,35,0.781563,0.627,Haplorhine
COQ10B,b_neut,b_free,12,0.097644,0,Human
COQ10B,b_neut,b_free,41,0.997015,0.554,Homo-Pan
COQ10B,b_neut,b_free,34,0.156783,0.08,Primate
COQ10B,b_neut,b_free,39,0.996258,0.555,Great Ape
COQ10B,b_neut,b_free,35,0.493835,0.183,Haplorhine
COQ2,b_neut,b_free,12,0.463364,0.435,Human
COQ2,b_neut,b_free,41,1,0.566,Homo-Pan
COQ2,b_neut,b_free,34,0.648327,0.763,Primate
COQ2,b_neut,b_free,39,0.421238,0.356,Great Ape
COQ2,b_neut,b_free,35,0.582034,3.793,Haplorhine
COQ3,b_neut,b_free,12,0.067968,999,Human
COQ3,b_neut,b_free,41,0.274017,999,Homo-Pan
COQ3,b_neut,b_free,34,0.255348,8.833,Primate
COQ3,b_neut,b_free,39,0.535469,0.552,Great Ape
COQ3,b_neut,b_free,35,0.016326,0.145,Haplorhine
COQ4,b_neut,b_free,12,0.753845,0.672,Human
COQ4,b_neut,b_free,41,0.020111,0,Homo-Pan
COQ4,b_neut,b_free,34,0.034269,0.115,Primate
COQ4,b_neut,b_free,39,0.988945,0,Great Ape
COQ4,b_neut,b_free,35,0.101933,0.103,Haplorhine
COQ5,b_neut,b_free,12,0.162215,999,Human
COQ5,b_neut,b_free,41,0.22386,999,Homo-Pan
COQ5,b_neut,b_free,34,0.918191,1.272,Primate
COQ5,b_neut,b_free,39,0.031488,0,Great Ape
COQ5,b_neut,b_free,35,0.976523,0,Haplorhine
COQ6,b_neut,b_free,12,0.891537,0.844,Human
COQ6,b_neut,b_free,41,0.403649,999,Homo-Pan
COQ6,b_neut,b_free,34,0.018452,0,Primate
COQ6,b_neut,b_free,39,0.122869,0,Great Ape
COQ6,b_neut,b_free,35,0.486691,0,Haplorhine
COQ7,b_neut,b_free,12,0.576804,0.593,Human
COQ7,b_neut,b_free,41,0.992775,0,Homo-Pan
COQ7,b_neut,b_free,34,0.217908,0.271,Primate
COQ7,b_neut,b_free,39,0.029956,0,Great Ape
COQ7,b_neut,b_free,35,0.975987,0.922,Haplorhine
COQ8A,b_neut,b_free,12,1.9e-05,0.074,Human
COQ8A,b_neut,b_free,41,0.466914,999,Homo-Pan
COQ8A,b_neut,b_free,34,0.293652,0.208,Primate
COQ8A,b_neut,b_free,39,0.062227,0.068,Great Ape
COQ8A,b_neut,b_free,35,0.032555,0.206,Haplorhine
COQ8B,b_neut,b_free,12,0.26793,0.32,Human
COQ8B,b_neut,b_free,41,0.996432,0.538,Homo-Pan
COQ8B,b_neut,b_free,34,0.02889,0.096,Primate
COQ8B,b_neut,b_free,39,0.037438,0,Great Ape
COQ8B,b_neut,b_free,35,0.142668,0.066,Haplorhine
COQ9,b_neut,b_free,12,0.012899,0.132,Human
COQ9,b_neut,b_free,41,0.998046,0.567,Homo-Pan
COQ9,b_neut,b_free,34,0.049562,0.094,Primate
COQ9,b_neut,b_free,39,0.989475,39.95,Great Ape
COQ9,b_neut,b_free,35,0.079849,0,Haplorhine
CORIN,b_neut,b_free,12,0.457962,1.727,Human
CORIN,b_neut,b_free,41,0.031268,0,Homo-Pan
CORIN,b_neut,b_free,34,0.185536,0.342,Primate
CORIN,b_neut,b_free,39,0.610888,0.394,Great Ape
CORIN,b_neut,b_free,35,0.115684,0.133,Haplorhine
CORO1A,b_neut,b_free,12,0.076673,0,Human
CORO1A,b_neut,b_free,41,0.990426,0.559,Homo-Pan
CORO1A,b_neut,b_free,34,1,1.972,Primate
CORO1A,b_neut,b_free,39,0.524859,0.199,Great Ape
CORO1A,b_neut,b_free,35,0.002164,0.049,Haplorhine
CORO1B,b_neut,b_free,12,0.979044,0,Human
CORO1B,b_neut,b_free,41,0.010355,0.101,Homo-Pan
CORO1B,b_neut,b_free,34,0.282205,0.111,Primate
CORO1B,b_neut,b_free,39,0.013197,0,Great Ape
CORO1B,b_neut,b_free,35,0.006421,0,Haplorhine
CORO1C,b_neut,b_free,12,1,0.365,Human
CORO1C,b_neut,b_free,41,1,0.563,Homo-Pan
CORO1C,b_neut,b_free,34,0.989659,0.552,Primate
CORO1C,b_neut,b_free,39,0.079262,0,Great Ape
CORO1C,b_neut,b_free,35,0.122999,0,Haplorhine
CORO2A,b_neut,b_free,12,0.018041,0.136,Human
CORO2A,b_neut,b_free,41,0.314605,0.304,Homo-Pan
CORO2A,b_neut,b_free,34,0.30336,0.375,Primate
CORO2A,b_neut,b_free,39,0.299612,0,Great Ape
CORO2A,b_neut,b_free,35,0.93207,0.776,Haplorhine
CORO2B,b_neut,b_free,12,1,0.577,Human
CORO2B,b_neut,b_free,41,0.145131,0,Homo-Pan
CORO2B,b_neut,b_free,34,0.647472,0,Primate
CORO2B,b_neut,b_free,39,0.838941,999,Great Ape
CORO2B,b_neut,b_free,35,0.958759,0,Haplorhine
CORO6,b_neut,b_free,12,0.011353,0,Human
CORO6,b_neut,b_free,41,0.997015,0.562,Homo-Pan
CORO6,b_neut,b_free,34,0.034446,0,Primate
CORO6,b_neut,b_free,39,0.076086,0,Great Ape
CORO6,b_neut,b_free,35,0.358384,0,Haplorhine
CORO7,b_neut,b_free,12,0.125017,0.325,Human
CORO7,b_neut,b_free,41,0.649499,0.615,Homo-Pan
CORO7,b_neut,b_free,34,0.144474,0.245,Primate
CORO7,b_neut,b_free,39,0.000728,0,Great Ape
CORO7,b_neut,b_free,35,0.065813,0.086,Haplorhine
CORT,b_neut,b_free,12,0.091749,0.134,Human
CORT,b_neut,b_free,41,0.998046,0.564,Homo-Pan
CORT,b_neut,b_free,34,0.998404,0.574,Primate
CORT,b_neut,b_free,39,0.386915,0.263,Great Ape
CORT,b_neut,b_free,35,0.644759,999,Haplorhine
COTL1,b_neut,b_free,12,1,0.538,Human
COTL1,b_neut,b_free,40,0.998046,9.389,Homo-Pan
COTL1,b_neut,b_free,33,0.8093,999,Primate
COTL1,b_neut,b_free,38,0.998404,0.56,Great Ape
COTL1,b_neut,b_free,34,0.976989,0,Haplorhine
COX10,b_neut,b_free,12,0.000106,0,Human
COX10,b_neut,b_free,41,0.122141,0,Homo-Pan
COX10,b_neut,b_free,34,0.08998,0.164,Primate
COX10,b_neut,b_free,39,0.991407,0,Great Ape
COX10,b_neut,b_free,35,0.950743,0.919,Haplorhine
COX11,b_neut,b_free,12,0.32209,0.363,Human
COX11,b_neut,b_free,41,0.983001,186.533,Homo-Pan
COX11,b_neut,b_free,34,0.003766,0,Primate
COX11,b_neut,b_free,39,0.993924,14.862,Great Ape
COX11,b_neut,b_free,35,0.265225,0.287,Haplorhine
COX14,b_neut,b_free,12,0.996615,0,Human
COX14,b_neut,b_free,41,1,1.279,Homo-Pan
COX14,b_neut,b_free,34,0.501444,999,Primate
COX14,b_neut,b_free,39,0.790291,999,Great Ape
COX14,b_neut,b_free,35,0.989296,1.029,Haplorhine
COX15,b_neut,b_free,12,0.033392,0,Human
COX15,b_neut,b_free,41,0.134712,0,Homo-Pan
COX15,b_neut,b_free,34,0.319032,0.217,Primate
COX15,b_neut,b_free,39,0.063749,0.212,Great Ape
COX15,b_neut,b_free,35,0.352557,0.139,Haplorhine
COX16,b_neut,b_free,12,0.426053,0.313,Human
COX16,b_neut,b_free,41,0.998046,0.566,Homo-Pan
COX16,b_neut,b_free,34,0.407467,999,Primate
COX16,b_neut,b_free,39,0.810098,999,Great Ape
COX16,b_neut,b_free,35,0.003284,0,Haplorhine
COX17,b_neut,b_free,12,0.998404,0.564,Human
COX17,b_neut,b_free,41,1,1.079,Homo-Pan
COX17,b_neut,b_free,34,0.342156,0,Primate
COX17,b_neut,b_free,39,0.998046,0.519,Great Ape
COX17,b_neut,b_free,35,0.988059,0,Haplorhine
COX18,b_neut,b_free,12,0.036741,0,Human
COX18,b_neut,b_free,41,0.916796,1.469,Homo-Pan
COX18,b_neut,b_free,34,0.000223,0,Primate
COX18,b_neut,b_free,39,0.030156,0,Great Ape
COX18,b_neut,b_free,35,0.651906,1.98,Haplorhine
COX19,b_neut,b_free,11,0.468687,999,Human
COX19,b_neut,b_free,46,0.998872,0.821,Homo-Pan
COX19,b_neut,b_free,30,0.752968,999,Primate
COX19,b_neut,b_free,44,0.460675,999,Great Ape
COX19,b_neut,b_free,31,0.570177,999,Haplorhine
COX20,b_neut,b_free,12,0.440735,419.702,Human
COX20,b_neut,b_free,41,1,0.519,Homo-Pan
COX20,b_neut,b_free,34,0.709127,0.579,Primate
COX20,b_neut,b_free,39,0.275108,999,Great Ape
COX20,b_neut,b_free,35,0.013532,0,Haplorhine
COX4I1,b_neut,b_free,12,0.063476,0,Human
COX4I1,b_neut,b_free,41,0.992264,0,Homo-Pan
COX4I1,b_neut,b_free,34,0.063033,0.045,Primate
COX4I1,b_neut,b_free,39,0.366642,0.223,Great Ape
COX4I1,b_neut,b_free,35,0.113243,0.138,Haplorhine
COX4I2,b_neut,b_free,12,0.332769,999,Human
COX4I2,b_neut,b_free,41,0.985031,0,Homo-Pan
COX4I2,b_neut,b_free,34,0.579502,999,Primate
COX4I2,b_neut,b_free,39,0.980654,0,Great Ape
COX4I2,b_neut,b_free,35,0.828264,889.574,Haplorhine
COX5A,b_neut,b_free,12,0.130838,999,Human
COX5A,b_neut,b_free,41,0.998872,0.564,Homo-Pan
COX5A,b_neut,b_free,34,0.491255,0.437,Primate
COX5A,b_neut,b_free,39,0.565791,999,Great Ape
COX5A,b_neut,b_free,35,0.412119,0,Haplorhine
COX5B,b_neut,b_free,11,0.234175,999,Human
COX5B,b_neut,b_free,40,0.998872,5.376,Homo-Pan
COX5B,b_neut,b_free,33,0.992347,0.406,Primate
COX5B,b_neut,b_free,38,0.994589,0.417,Great Ape
COX5B,b_neut,b_free,34,0.819783,999,Haplorhine
COX6A2,b_neut,b_free,12,0.069519,0,Human
COX6A2,b_neut,b_free,41,1,0.565,Homo-Pan
COX6A2,b_neut,b_free,34,0.159316,0.09,Primate
COX6A2,b_neut,b_free,39,0.317276,0.224,Great Ape
COX6A2,b_neut,b_free,35,0.166048,0,Haplorhine
COX6B1,b_neut,b_free,12,0.065164,0,Human
COX6B1,b_neut,b_free,41,1,0.738,Homo-Pan
COX6B1,b_neut,b_free,34,0.079981,0,Primate
COX6B1,b_neut,b_free,39,0.405388,999,Great Ape
COX6B1,b_neut,b_free,35,0.038785,0,Haplorhine
COX6B2,b_neut,b_free,12,0.991863,0,Human
COX6B2,b_neut,b_free,41,0.528359,999,Homo-Pan
COX6B2,b_neut,b_free,34,0.992775,0.4,Primate
COX6B2,b_neut,b_free,39,0.996808,23.243,Great Ape
COX6B2,b_neut,b_free,35,0.895796,0,Haplorhine
COX6C,b_neut,b_free,12,0.098406,0,Human
COX6C,b_neut,b_free,41,0.996615,0,Homo-Pan
COX6C,b_neut,b_free,34,0.995213,68.933,Primate
COX6C,b_neut,b_free,39,1,0.662,Great Ape
COX6C,b_neut,b_free,35,0.993518,0,Haplorhine
COX7A1,b_neut,b_free,12,0.995082,0.54,Human
COX7A1,b_neut,b_free,41,1,0.578,Homo-Pan
COX7A1,b_neut,b_free,34,0.021109,0,Primate
COX7A1,b_neut,b_free,39,0.990833,0,Great Ape
COX7A1,b_neut,b_free,35,0.567939,0,Haplorhine
COX7A2,b_neut,b_free,12,0.017219,0,Human
COX7A2,b_neut,b_free,41,0.178817,999,Homo-Pan
COX7A2,b_neut,b_free,34,1,0,Primate
COX7A2,b_neut,b_free,39,0.425271,999,Great Ape
COX7A2,b_neut,b_free,35,0.279628,175.65,Haplorhine
COX7A2L,b_neut,b_free,12,1,0.56,Human
COX7A2L,b_neut,b_free,41,1,0.567,Homo-Pan
COX7A2L,b_neut,b_free,34,0.079556,0.1,Primate
COX7A2L,b_neut,b_free,39,0.998046,0.563,Great Ape
COX7A2L,b_neut,b_free,35,0.905412,0.682,Haplorhine
COX7B,b_neut,b_free,12,0.487082,0.365,Human
COX7B,b_neut,b_free,49,0.998872,0.902,Homo-Pan
COX7B,b_neut,b_free,33,0.09692,0,Primate
COX7B,b_neut,b_free,47,0.934154,1.101,Great Ape
COX7B,b_neut,b_free,34,0.698933,0.301,Haplorhine
COX7B2,b_neut,b_free,12,0.419029,0.307,Human
COX7B2,b_neut,b_free,41,0.091111,0,Homo-Pan
COX7B2,b_neut,b_free,34,0.176797,0.28,Primate
COX7B2,b_neut,b_free,39,0.994954,0,Great Ape
COX7B2,b_neut,b_free,35,0.349492,999,Haplorhine
COX7C,b_neut,b_free,12,1,0.648,Human
COX7C,b_neut,b_free,41,1,1.054,Homo-Pan
COX7C,b_neut,b_free,34,1,2.208,Primate
COX7C,b_neut,b_free,39,0.996091,0,Great Ape
