gene,null_model,alt_model,species,p,branch
CDK1,bsA1,bsA,35,1,Haplorhine
CDK10,bsA1,bsA,12,1,Human
CDK10,bsA1,bsA,40,1,Homo-Pan
CDK10,bsA1,bsA,33,1,Primate
CDK10,bsA1,bsA,38,1,Great Ape
CDK10,bsA1,bsA,34,0.874302,Haplorhine
CDK12,bsA1,bsA,12,0.992264,Human
CDK12,bsA1,bsA,41,0.235073,Homo-Pan
CDK12,bsA1,bsA,34,0.993617,Primate
CDK12,bsA1,bsA,39,0.815863,Great Ape
CDK12,bsA1,bsA,35,1,Haplorhine
CDK13,bsA1,bsA,12,0.989908,Human
CDK13,bsA1,bsA,41,0.98482,Homo-Pan
CDK13,bsA1,bsA,34,1,Primate
CDK13,bsA1,bsA,39,1,Great Ape
CDK13,bsA1,bsA,35,0.992687,Haplorhine
CDK14,bsA1,bsA,12,1,Human
CDK14,bsA1,bsA,41,1,Homo-Pan
CDK14,bsA1,bsA,34,0.051661,Primate
CDK14,bsA1,bsA,39,1,Great Ape
CDK14,bsA1,bsA,35,0.990426,Haplorhine
CDK15,bsA1,bsA,12,1,Human
CDK15,bsA1,bsA,41,0.998872,Homo-Pan
CDK15,bsA1,bsA,34,1,Primate
CDK15,bsA1,bsA,39,1,Great Ape
CDK15,bsA1,bsA,35,1,Haplorhine
CDK16,bsA1,bsA,12,1,Human
CDK16,bsA1,bsA,41,1,Homo-Pan
CDK16,bsA1,bsA,34,0.887498,Primate
CDK16,bsA1,bsA,39,1,Great Ape
CDK16,bsA1,bsA,35,1,Haplorhine
CDK17,bsA1,bsA,12,0.998404,Human
CDK17,bsA1,bsA,41,1,Homo-Pan
CDK17,bsA1,bsA,34,1,Primate
CDK17,bsA1,bsA,39,1,Great Ape
CDK17,bsA1,bsA,35,1,Haplorhine
CDK18,bsA1,bsA,12,0.998872,Human
CDK18,bsA1,bsA,41,1,Homo-Pan
CDK18,bsA1,bsA,34,1,Primate
CDK18,bsA1,bsA,39,0.998872,Great Ape
CDK18,bsA1,bsA,35,1,Haplorhine
CDK19,bsA1,bsA,12,1,Human
CDK19,bsA1,bsA,41,1,Homo-Pan
CDK19,bsA1,bsA,34,0.998404,Primate
CDK19,bsA1,bsA,39,0.986135,Great Ape
CDK19,bsA1,bsA,35,1,Haplorhine
CDK2,bsA1,bsA,11,1,Human
CDK2,bsA1,bsA,40,1,Homo-Pan
CDK2,bsA1,bsA,33,0.994137,Primate
CDK2,bsA1,bsA,38,0.989782,Great Ape
CDK2,bsA1,bsA,34,1,Haplorhine
CDK20,bsA1,bsA,30,0.991708,Primate
CDK20,bsA1,bsA,12,1,Human
CDK20,bsA1,bsA,37,1,Homo-Pan
CDK20,bsA1,bsA,35,0.776694,Great Ape
CDK20,bsA1,bsA,31,1,Haplorhine
CDK2AP1,bsA1,bsA,12,1,Human
CDK2AP1,bsA1,bsA,41,1,Homo-Pan
CDK2AP1,bsA1,bsA,34,1,Primate
CDK2AP1,bsA1,bsA,39,1,Great Ape
CDK2AP1,bsA1,bsA,35,1,Haplorhine
CDK2AP2,bsA1,bsA,12,1,Human
CDK2AP2,bsA1,bsA,40,1,Homo-Pan
CDK2AP2,bsA1,bsA,33,1,Primate
CDK2AP2,bsA1,bsA,38,1,Great Ape
CDK2AP2,bsA1,bsA,34,1,Haplorhine
CDK3,bsA1,bsA,12,1,Human
CDK3,bsA1,bsA,41,1,Homo-Pan
CDK3,bsA1,bsA,34,1,Primate
CDK3,bsA1,bsA,39,1,Great Ape
CDK3,bsA1,bsA,35,1,Haplorhine
CDK4,bsA1,bsA,12,0.998872,Human
CDK4,bsA1,bsA,41,1,Homo-Pan
CDK4,bsA1,bsA,34,1,Primate
CDK4,bsA1,bsA,39,1,Great Ape
CDK4,bsA1,bsA,35,1,Haplorhine
CDK5,bsA1,bsA,12,1,Human
CDK5,bsA1,bsA,41,1,Homo-Pan
CDK5,bsA1,bsA,34,1,Primate
CDK5,bsA1,bsA,39,1,Great Ape
CDK5,bsA1,bsA,35,1,Haplorhine
CDK5R1,bsA1,bsA,12,0.996258,Human
CDK5R1,bsA1,bsA,41,0.996258,Homo-Pan
CDK5R1,bsA1,bsA,34,1,Primate
CDK5R1,bsA1,bsA,39,1,Great Ape
CDK5R1,bsA1,bsA,35,1,Haplorhine
CDK5R2,bsA1,bsA,12,1,Human
CDK5R2,bsA1,bsA,40,1,Homo-Pan
CDK5R2,bsA1,bsA,33,1,Primate
CDK5R2,bsA1,bsA,38,0.994829,Great Ape
CDK5R2,bsA1,bsA,34,0.520441,Haplorhine
CDK5RAP1,bsA1,bsA,12,1,Human
CDK5RAP1,bsA1,bsA,41,1,Homo-Pan
CDK5RAP1,bsA1,bsA,34,1,Primate
CDK5RAP1,bsA1,bsA,39,1,Great Ape
CDK5RAP1,bsA1,bsA,35,1,Haplorhine
CDK5RAP2,bsA1,bsA,12,1,Human
CDK5RAP2,bsA1,bsA,41,0.998872,Homo-Pan
CDK5RAP2,bsA1,bsA,34,0.995213,Primate
CDK5RAP2,bsA1,bsA,39,1,Great Ape
CDK5RAP2,bsA1,bsA,35,1,Haplorhine
CDK5RAP3,bsA1,bsA,12,1,Human
CDK5RAP3,bsA1,bsA,41,1,Homo-Pan
CDK5RAP3,bsA1,bsA,34,1,Primate
CDK5RAP3,bsA1,bsA,39,1,Great Ape
CDK5RAP3,bsA1,bsA,35,1,Haplorhine
CDK6,bsA1,bsA,12,1,Human
CDK6,bsA1,bsA,41,1,Homo-Pan
CDK6,bsA1,bsA,34,1,Primate
CDK6,bsA1,bsA,39,1,Great Ape
CDK6,bsA1,bsA,35,0.991333,Haplorhine
CDK7,bsA1,bsA,12,1,Human
CDK7,bsA1,bsA,41,1,Homo-Pan
CDK7,bsA1,bsA,34,0.811969,Primate
CDK7,bsA1,bsA,39,1,Great Ape
CDK7,bsA1,bsA,35,0.82071,Haplorhine
CDK8,bsA1,bsA,12,0.998872,Human
CDK8,bsA1,bsA,41,1,Homo-Pan
CDK8,bsA1,bsA,34,1,Primate
CDK8,bsA1,bsA,39,1,Great Ape
CDK8,bsA1,bsA,35,1,Haplorhine
CDK9,bsA1,bsA,12,1,Human
CDK9,bsA1,bsA,41,1,Homo-Pan
CDK9,bsA1,bsA,34,1,Primate
CDK9,bsA1,bsA,39,0.998872,Great Ape
CDK9,bsA1,bsA,35,0.998872,Haplorhine
CDKAL1,bsA1,bsA,12,1,Human
CDKAL1,bsA1,bsA,41,0.998872,Homo-Pan
CDKAL1,bsA1,bsA,34,0.966518,Primate
CDKAL1,bsA1,bsA,39,0.992264,Great Ape
CDKAL1,bsA1,bsA,35,0.849367,Haplorhine
CDKL1,bsA1,bsA,12,0.698428,Human
CDKL1,bsA1,bsA,41,1,Homo-Pan
CDKL1,bsA1,bsA,34,0.521958,Primate
CDKL1,bsA1,bsA,39,1,Great Ape
CDKL1,bsA1,bsA,35,0.987385,Haplorhine
CDKL2,bsA1,bsA,12,0.307432,Human
CDKL2,bsA1,bsA,41,1,Homo-Pan
CDKL2,bsA1,bsA,34,1,Primate
CDKL2,bsA1,bsA,39,1,Great Ape
CDKL2,bsA1,bsA,35,0.148534,Haplorhine
CDKL3,bsA1,bsA,12,1,Human
CDKL3,bsA1,bsA,41,0.998872,Homo-Pan
CDKL3,bsA1,bsA,34,1,Primate
CDKL3,bsA1,bsA,39,1,Great Ape
CDKL3,bsA1,bsA,35,0.028503,Haplorhine
CDKL4,bsA1,bsA,12,0.622725,Human
CDKL4,bsA1,bsA,41,0.378509,Homo-Pan
CDKL4,bsA1,bsA,34,1,Primate
CDKL4,bsA1,bsA,39,0.996615,Great Ape
CDKL4,bsA1,bsA,35,1,Haplorhine
CDKL5,bsA1,bsA,12,1,Human
CDKL5,bsA1,bsA,41,1,Homo-Pan
CDKL5,bsA1,bsA,34,0.994029,Primate
CDKL5,bsA1,bsA,39,0.997236,Great Ape
CDKL5,bsA1,bsA,35,0.994246,Haplorhine
CDKN1A,bsA1,bsA,12,0.996258,Human
CDKN1A,bsA1,bsA,41,0.996808,Homo-Pan
CDKN1A,bsA1,bsA,34,0.002995,Primate
CDKN1A,bsA1,bsA,39,1,Great Ape
CDKN1A,bsA1,bsA,35,1,Haplorhine
CDKN1B,bsA1,bsA,12,1,Human
CDKN1B,bsA1,bsA,41,0.997236,Homo-Pan
CDKN1B,bsA1,bsA,34,1,Primate
CDKN1B,bsA1,bsA,39,1,Great Ape
CDKN1B,bsA1,bsA,35,1,Haplorhine
CDKN1C,bsA1,bsA,11,1,Human
CDKN1C,bsA1,bsA,38,1,Homo-Pan
CDKN1C,bsA1,bsA,31,1,Primate
CDKN1C,bsA1,bsA,36,1,Great Ape
CDKN1C,bsA1,bsA,32,0.0572,Haplorhine
CDKN2A,bsA1,bsA,12,1,Human
CDKN2A,bsA1,bsA,41,0.990903,Homo-Pan
CDKN2A,bsA1,bsA,34,0.978563,Primate
CDKN2A,bsA1,bsA,39,1,Great Ape
CDKN2A,bsA1,bsA,35,1,Haplorhine
CDKN2AIP,bsA1,bsA,12,0.998872,Human
CDKN2AIP,bsA1,bsA,41,1,Homo-Pan
CDKN2AIP,bsA1,bsA,34,0.998872,Primate
CDKN2AIP,bsA1,bsA,39,1,Great Ape
CDKN2AIP,bsA1,bsA,35,0.981877,Haplorhine
CDKN2AIPNL,bsA1,bsA,12,1,Human
CDKN2AIPNL,bsA1,bsA,41,1,Homo-Pan
CDKN2AIPNL,bsA1,bsA,34,1,Primate
CDKN2AIPNL,bsA1,bsA,39,1,Great Ape
CDKN2AIPNL,bsA1,bsA,35,1,Haplorhine
CDKN2B,bsA1,bsA,12,1,Human
CDKN2B,bsA1,bsA,40,1,Homo-Pan
CDKN2B,bsA1,bsA,33,1,Primate
CDKN2B,bsA1,bsA,38,1,Great Ape
CDKN2B,bsA1,bsA,34,1,Haplorhine
CDKN2C,bsA1,bsA,12,0.998404,Human
CDKN2C,bsA1,bsA,41,0.998872,Homo-Pan
CDKN2C,bsA1,bsA,34,1,Primate
CDKN2C,bsA1,bsA,39,1,Great Ape
CDKN2C,bsA1,bsA,35,1,Haplorhine
CDKN2D,bsA1,bsA,12,0.987435,Human
CDKN2D,bsA1,bsA,41,1,Homo-Pan
CDKN2D,bsA1,bsA,34,1,Primate
CDKN2D,bsA1,bsA,39,1,Great Ape
CDKN2D,bsA1,bsA,35,1,Haplorhine
CDKN3,bsA1,bsA,12,0.99382,Human
CDKN3,bsA1,bsA,41,1,Homo-Pan
CDKN3,bsA1,bsA,34,0.985683,Primate
CDKN3,bsA1,bsA,39,1,Great Ape
CDKN3,bsA1,bsA,35,0.517503,Haplorhine
CDNF,bsA1,bsA,12,1,Human
CDNF,bsA1,bsA,41,1,Homo-Pan
CDNF,bsA1,bsA,34,0.998872,Primate
CDNF,bsA1,bsA,39,1,Great Ape
CDNF,bsA1,bsA,35,1,Haplorhine
CDO1,bsA1,bsA,12,1,Human
CDO1,bsA1,bsA,41,0.996258,Homo-Pan
CDO1,bsA1,bsA,34,1,Primate
CDO1,bsA1,bsA,39,0.997236,Great Ape
CDO1,bsA1,bsA,35,1,Haplorhine
CDON,bsA1,bsA,12,0.985031,Human
CDON,bsA1,bsA,41,0.998872,Homo-Pan
CDON,bsA1,bsA,34,1,Primate
CDON,bsA1,bsA,39,0.273824,Great Ape
CDON,bsA1,bsA,35,0.998872,Haplorhine
CDPF1,bsA1,bsA,12,0.514909,Human
CDPF1,bsA1,bsA,41,1,Homo-Pan
CDPF1,bsA1,bsA,34,1,Primate
CDPF1,bsA1,bsA,39,1,Great Ape
CDPF1,bsA1,bsA,35,0.763931,Haplorhine
CDR2,bsA1,bsA,12,0.479786,Human
CDR2,bsA1,bsA,41,1,Homo-Pan
CDR2,bsA1,bsA,34,1,Primate
CDR2,bsA1,bsA,39,1,Great Ape
CDR2,bsA1,bsA,35,0.998872,Haplorhine
CDR2L,bsA1,bsA,12,1,Human
CDR2L,bsA1,bsA,41,1,Homo-Pan
CDR2L,bsA1,bsA,34,1,Primate
CDR2L,bsA1,bsA,39,0.682733,Great Ape
CDR2L,bsA1,bsA,35,1,Haplorhine
CDRT15,bsA1,bsA,2,1,Human
CDRT15,bsA1,bsA,11,1,Homo-Pan
CDRT15L2,bsA1,bsA,4,0.722384,Human
CDRT15L2,bsA1,bsA,20,0.928863,Homo-Pan
CDRT15L2,bsA1,bsA,18,0.580616,Great Ape
CDRT4,bsA1,bsA,12,1,Human
CDRT4,bsA1,bsA,41,0.435048,Homo-Pan
CDRT4,bsA1,bsA,34,0.212007,Primate
CDRT4,bsA1,bsA,39,1,Great Ape
CDRT4,bsA1,bsA,35,1,Haplorhine
CDS1,bsA1,bsA,12,1,Human
CDS1,bsA1,bsA,41,0.419011,Homo-Pan
CDS1,bsA1,bsA,34,1,Primate
CDS1,bsA1,bsA,39,1,Great Ape
CDS1,bsA1,bsA,35,1,Haplorhine
CDS2,bsA1,bsA,12,1,Human
CDS2,bsA1,bsA,41,1,Homo-Pan
CDS2,bsA1,bsA,34,1,Primate
CDS2,bsA1,bsA,39,1,Great Ape
CDS2,bsA1,bsA,35,1,Haplorhine
CDT1,bsA1,bsA,12,1,Human
CDT1,bsA1,bsA,40,1,Homo-Pan
CDT1,bsA1,bsA,33,0.139203,Primate
CDT1,bsA1,bsA,38,1,Great Ape
CDT1,bsA1,bsA,34,1,Haplorhine
CDV3,bsA1,bsA,12,1,Human
CDV3,bsA1,bsA,41,1,Homo-Pan
CDV3,bsA1,bsA,34,1,Primate
CDV3,bsA1,bsA,39,1,Great Ape
CDV3,bsA1,bsA,35,0.553956,Haplorhine
CDX1,bsA1,bsA,12,0.392985,Human
CDX1,bsA1,bsA,41,1,Homo-Pan
CDX1,bsA1,bsA,34,1,Primate
CDX1,bsA1,bsA,39,1,Great Ape
CDX1,bsA1,bsA,35,1,Haplorhine
CDX2,bsA1,bsA,12,0.995932,Human
CDX2,bsA1,bsA,41,0.996258,Homo-Pan
CDX2,bsA1,bsA,34,1,Primate
CDX2,bsA1,bsA,39,1,Great Ape
CDX2,bsA1,bsA,35,1,Haplorhine
CDX4,bsA1,bsA,30,1,Primate
CDX4,bsA1,bsA,11,0.173187,Human
CDX4,bsA1,bsA,36,1,Homo-Pan
CDX4,bsA1,bsA,34,1,Great Ape
CDYL,bsA1,bsA,12,1,Human
CDYL,bsA1,bsA,41,1,Homo-Pan
CDYL,bsA1,bsA,34,0.998872,Primate
CDYL,bsA1,bsA,39,0.992864,Great Ape
CDYL,bsA1,bsA,35,0.998404,Haplorhine
CDYL2,bsA1,bsA,12,1,Human
CDYL2,bsA1,bsA,41,0.997477,Homo-Pan
CDYL2,bsA1,bsA,34,1,Primate
CDYL2,bsA1,bsA,39,0.482274,Great Ape
CDYL2,bsA1,bsA,35,1,Haplorhine
CEACAM16,bsA1,bsA,12,0.996258,Human
CEACAM16,bsA1,bsA,41,1,Homo-Pan
CEACAM16,bsA1,bsA,34,0.974798,Primate
CEACAM16,bsA1,bsA,39,0.654718,Great Ape
CEACAM16,bsA1,bsA,35,0.998872,Haplorhine
CEACAM18,bsA1,bsA,8,1,Human
CEACAM18,bsA1,bsA,29,0.840751,Homo-Pan
CEACAM18,bsA1,bsA,27,1,Great Ape
CEACAM18,bsA1,bsA,23,0.327751,Haplorhine
CEACAM19,bsA1,bsA,12,1,Human
CEACAM19,bsA1,bsA,41,1,Homo-Pan
CEACAM19,bsA1,bsA,34,0.440987,Primate
CEACAM19,bsA1,bsA,39,0.357739,Great Ape
CEACAM19,bsA1,bsA,35,1,Haplorhine
CEACAM20,bsA1,bsA,12,1,Human
CEACAM20,bsA1,bsA,41,0.719936,Homo-Pan
CEACAM20,bsA1,bsA,34,0.174757,Primate
CEACAM20,bsA1,bsA,39,1,Great Ape
CEACAM20,bsA1,bsA,35,0.041051,Haplorhine
CEACAM4,bsA1,bsA,11,1,Human
CEACAM4,bsA1,bsA,36,1,Homo-Pan
CEACAM4,bsA1,bsA,29,0.555287,Primate
CEACAM4,bsA1,bsA,34,1,Great Ape
CEACAM4,bsA1,bsA,30,1,Haplorhine
CEACAM5,bsA1,bsA,12,1,Human
CEACAM5,bsA1,bsA,40,0.587198,Homo-Pan
CEACAM5,bsA1,bsA,33,0.100868,Primate
CEACAM5,bsA1,bsA,38,0.489263,Great Ape
CEACAM5,bsA1,bsA,34,1,Haplorhine
CEACAM6,bsA1,bsA,10,1,Human
CEACAM6,bsA1,bsA,37,0.996615,Homo-Pan
CEACAM6,bsA1,bsA,30,0.185226,Primate
CEACAM6,bsA1,bsA,35,0.322456,Great Ape
CEACAM6,bsA1,bsA,31,1,Haplorhine
CEACAM7,bsA1,bsA,12,0.99563,Human
CEACAM7,bsA1,bsA,38,0.059473,Homo-Pan
CEACAM7,bsA1,bsA,31,0.057484,Primate
CEACAM7,bsA1,bsA,36,1,Great Ape
CEACAM7,bsA1,bsA,32,0.203744,Haplorhine
CEACAM8,bsA1,bsA,10,1,Human
CEACAM8,bsA1,bsA,35,1,Homo-Pan
CEACAM8,bsA1,bsA,28,1,Primate
CEACAM8,bsA1,bsA,33,1,Great Ape
CEACAM8,bsA1,bsA,29,1,Haplorhine
CEBPA,bsA1,bsA,11,1,Human
CEBPA,bsA1,bsA,41,1,Homo-Pan
CEBPA,bsA1,bsA,39,0.432713,Great Ape
CEBPB,bsA1,bsA,10,1,Human
CEBPB,bsA1,bsA,37,1,Homo-Pan
CEBPB,bsA1,bsA,35,0.998404,Great Ape
CEBPD,bsA1,bsA,12,1,Human
CEBPD,bsA1,bsA,50,1,Homo-Pan
CEBPD,bsA1,bsA,48,1,Great Ape
CEBPE,bsA1,bsA,12,1,Human
CEBPE,bsA1,bsA,41,1,Homo-Pan
CEBPE,bsA1,bsA,34,1,Primate
CEBPE,bsA1,bsA,39,1,Great Ape
CEBPE,bsA1,bsA,35,1,Haplorhine
CEBPG,bsA1,bsA,12,1,Human
CEBPG,bsA1,bsA,41,1,Homo-Pan
CEBPG,bsA1,bsA,34,0.584413,Primate
CEBPG,bsA1,bsA,39,1,Great Ape
CEBPG,bsA1,bsA,35,1,Haplorhine
CEBPZ,bsA1,bsA,12,1,Human
CEBPZ,bsA1,bsA,41,0.45247,Homo-Pan
CEBPZ,bsA1,bsA,34,0.588147,Primate
CEBPZ,bsA1,bsA,39,0.995348,Great Ape
CEBPZ,bsA1,bsA,35,1,Haplorhine
CEBPZOS,bsA1,bsA,12,1,Human
CEBPZOS,bsA1,bsA,41,1,Homo-Pan
CEBPZOS,bsA1,bsA,34,1,Primate
CEBPZOS,bsA1,bsA,39,1,Great Ape
CEBPZOS,bsA1,bsA,35,1,Haplorhine
CECR2,bsA1,bsA,12,1,Human
CECR2,bsA1,bsA,41,0.998872,Homo-Pan
CECR2,bsA1,bsA,34,0.99563,Primate
CECR2,bsA1,bsA,39,1,Great Ape
CECR2,bsA1,bsA,35,1,Haplorhine
CEL,bsA1,bsA,12,1,Human
CEL,bsA1,bsA,41,1,Homo-Pan
CEL,bsA1,bsA,34,1,Primate
CEL,bsA1,bsA,39,1,Great Ape
CEL,bsA1,bsA,35,1,Haplorhine
CELA1,bsA1,bsA,12,0.002473,Human
CELA1,bsA1,bsA,41,1,Homo-Pan
CELA1,bsA1,bsA,34,1,Primate
CELA1,bsA1,bsA,39,0.007897,Great Ape
CELA1,bsA1,bsA,35,1,Haplorhine
CELA2A,bsA1,bsA,12,1,Human
CELA2A,bsA1,bsA,41,1,Homo-Pan
CELA2A,bsA1,bsA,34,0.998872,Primate
CELA2A,bsA1,bsA,39,0.997015,Great Ape
CELA2A,bsA1,bsA,35,0.080282,Haplorhine
CELA2B,bsA1,bsA,10,1,Human
CELA2B,bsA1,bsA,39,1,Homo-Pan
CELA2B,bsA1,bsA,37,1,Great Ape
CELA2B,bsA1,bsA,32,1,Primate
CELA2B,bsA1,bsA,33,1,Haplorhine
CELA3A,bsA1,bsA,10,1,Human
CELA3A,bsA1,bsA,38,0.998872,Homo-Pan
CELA3A,bsA1,bsA,36,0.000783,Great Ape
CELA3A,bsA1,bsA,31,0.708912,Primate
CELA3A,bsA1,bsA,32,0.554434,Haplorhine
CELA3B,bsA1,bsA,12,1,Human
CELA3B,bsA1,bsA,43,1,Homo-Pan
CELA3B,bsA1,bsA,41,1,Great Ape
CELF1,bsA1,bsA,12,1,Human
CELF1,bsA1,bsA,41,1,Homo-Pan
CELF1,bsA1,bsA,34,1,Primate
CELF1,bsA1,bsA,39,0.998404,Great Ape
CELF1,bsA1,bsA,35,0.993924,Haplorhine
CELF2,bsA1,bsA,12,1,Human
CELF2,bsA1,bsA,41,1,Homo-Pan
CELF2,bsA1,bsA,34,1,Primate
CELF2,bsA1,bsA,39,0.510892,Great Ape
CELF2,bsA1,bsA,35,1,Haplorhine
CELF3,bsA1,bsA,12,0.998404,Human
CELF3,bsA1,bsA,41,1,Homo-Pan
CELF3,bsA1,bsA,34,1,Primate
CELF3,bsA1,bsA,39,1,Great Ape
CELF3,bsA1,bsA,35,0.998404,Haplorhine
CELF4,bsA1,bsA,12,0.992021,Human
CELF4,bsA1,bsA,41,1,Homo-Pan
CELF4,bsA1,bsA,34,1,Primate
CELF4,bsA1,bsA,39,0.995082,Great Ape
CELF4,bsA1,bsA,35,1,Haplorhine
CELF5,bsA1,bsA,12,1,Human
CELF5,bsA1,bsA,41,1,Homo-Pan
CELF5,bsA1,bsA,34,1,Primate
CELF5,bsA1,bsA,39,1,Great Ape
CELF5,bsA1,bsA,35,1,Haplorhine
CELF6,bsA1,bsA,12,0.998872,Human
CELF6,bsA1,bsA,41,1,Homo-Pan
CELF6,bsA1,bsA,34,0.998872,Primate
CELF6,bsA1,bsA,39,1,Great Ape
CELF6,bsA1,bsA,35,1,Haplorhine
CELSR1,bsA1,bsA,12,0.99323,Human
CELSR1,bsA1,bsA,41,0.995348,Homo-Pan
CELSR1,bsA1,bsA,34,0.998046,Primate
CELSR1,bsA1,bsA,39,0.998872,Great Ape
CELSR1,bsA1,bsA,35,0.115459,Haplorhine
CELSR2,bsA1,bsA,12,0.943012,Human
CELSR2,bsA1,bsA,41,0.998872,Homo-Pan
CELSR2,bsA1,bsA,34,0.998046,Primate
CELSR2,bsA1,bsA,39,1,Great Ape
CELSR2,bsA1,bsA,35,1,Haplorhine
CELSR3,bsA1,bsA,12,0.691842,Human
CELSR3,bsA1,bsA,41,1,Homo-Pan
CELSR3,bsA1,bsA,34,0.030954,Primate
CELSR3,bsA1,bsA,39,1,Great Ape
CELSR3,bsA1,bsA,35,0.977662,Haplorhine
CEMIP,bsA1,bsA,12,0.837285,Human
CEMIP,bsA1,bsA,40,1,Homo-Pan
CEMIP,bsA1,bsA,33,0.994829,Primate
CEMIP,bsA1,bsA,38,0.998404,Great Ape
CEMIP,bsA1,bsA,34,1,Haplorhine
CEMIP2,bsA1,bsA,12,0.998872,Human
CEMIP2,bsA1,bsA,41,0.995487,Homo-Pan
CEMIP2,bsA1,bsA,34,0.995778,Primate
CEMIP2,bsA1,bsA,39,0.998872,Great Ape
CEMIP2,bsA1,bsA,35,1,Haplorhine
CEMP1,bsA1,bsA,10,1,Human
CEMP1,bsA1,bsA,37,0.520082,Homo-Pan
CEMP1,bsA1,bsA,30,1,Primate
CEMP1,bsA1,bsA,35,0.533885,Great Ape
CEMP1,bsA1,bsA,31,0.996615,Haplorhine
CEND1,bsA1,bsA,12,0.446091,Human
CEND1,bsA1,bsA,41,0.988274,Homo-Pan
CEND1,bsA1,bsA,34,1,Primate
CEND1,bsA1,bsA,39,0.497962,Great Ape
CEND1,bsA1,bsA,35,0.824524,Haplorhine
CENPA,bsA1,bsA,12,1,Human
CENPA,bsA1,bsA,41,0.461332,Homo-Pan
CENPA,bsA1,bsA,34,0.461329,Primate
CENPA,bsA1,bsA,39,0.461329,Great Ape
CENPA,bsA1,bsA,35,1,Haplorhine
CENPB,bsA1,bsA,12,0.995348,Human
CENPB,bsA1,bsA,41,1,Homo-Pan
CENPB,bsA1,bsA,34,1,Primate
CENPB,bsA1,bsA,39,0.993421,Great Ape
CENPB,bsA1,bsA,35,1,Haplorhine
CENPC,bsA1,bsA,12,1,Human
CENPC,bsA1,bsA,41,1,Homo-Pan
CENPC,bsA1,bsA,34,0.998046,Primate
CENPC,bsA1,bsA,39,0.998872,Great Ape
CENPC,bsA1,bsA,35,1,Haplorhine
CENPE,bsA1,bsA,12,1,Human
CENPE,bsA1,bsA,40,0.997236,Homo-Pan
CENPE,bsA1,bsA,33,0.998404,Primate
CENPE,bsA1,bsA,38,0.994029,Great Ape
CENPE,bsA1,bsA,34,0.998872,Haplorhine
CENPF,bsA1,bsA,12,1,Human
CENPF,bsA1,bsA,41,0.655235,Homo-Pan
CENPF,bsA1,bsA,34,1,Primate
CENPF,bsA1,bsA,39,1,Great Ape
CENPF,bsA1,bsA,35,0.964045,Haplorhine
CENPH,bsA1,bsA,12,1,Human
CENPH,bsA1,bsA,41,1,Homo-Pan
CENPH,bsA1,bsA,34,1,Primate
CENPH,bsA1,bsA,39,1,Great Ape
CENPH,bsA1,bsA,35,1,Haplorhine
CENPI,bsA1,bsA,12,1,Human
CENPI,bsA1,bsA,41,0.997477,Homo-Pan
CENPI,bsA1,bsA,34,1,Primate
CENPI,bsA1,bsA,39,1,Great Ape
CENPI,bsA1,bsA,35,0.78346,Haplorhine
CENPJ,bsA1,bsA,12,0.576259,Human
CENPJ,bsA1,bsA,41,1,Homo-Pan
CENPJ,bsA1,bsA,34,1,Primate
CENPJ,bsA1,bsA,39,0.998872,Great Ape
CENPJ,bsA1,bsA,35,0.977072,Haplorhine
CENPK,bsA1,bsA,12,0.473445,Human
CENPK,bsA1,bsA,41,1,Homo-Pan
CENPK,bsA1,bsA,34,0.32776,Primate
CENPK,bsA1,bsA,39,0.788091,Great Ape
CENPK,bsA1,bsA,35,1,Haplorhine
CENPL,bsA1,bsA,12,1,Human
CENPL,bsA1,bsA,41,1,Homo-Pan
CENPL,bsA1,bsA,34,1,Primate
CENPL,bsA1,bsA,39,1,Great Ape
CENPL,bsA1,bsA,35,1,Haplorhine
CENPM,bsA1,bsA,12,1,Human
CENPM,bsA1,bsA,41,1,Homo-Pan
CENPM,bsA1,bsA,34,0.004111,Primate
CENPM,bsA1,bsA,39,0.998872,Great Ape
CENPM,bsA1,bsA,35,1,Haplorhine
CENPN,bsA1,bsA,12,0.998872,Human
CENPN,bsA1,bsA,41,1,Homo-Pan
CENPN,bsA1,bsA,34,0.424299,Primate
CENPN,bsA1,bsA,39,1,Great Ape
CENPN,bsA1,bsA,35,0.924152,Haplorhine
CENPO,bsA1,bsA,12,1,Human
CENPO,bsA1,bsA,41,0.774656,Homo-Pan
CENPO,bsA1,bsA,34,1,Primate
CENPO,bsA1,bsA,39,1,Great Ape
CENPO,bsA1,bsA,35,1,Haplorhine
CENPP,bsA1,bsA,12,1,Human
CENPP,bsA1,bsA,41,1,Homo-Pan
CENPP,bsA1,bsA,34,1,Primate
CENPP,bsA1,bsA,39,1,Great Ape
CENPP,bsA1,bsA,35,1,Haplorhine
CENPQ,bsA1,bsA,12,0.199606,Human
CENPQ,bsA1,bsA,41,1,Homo-Pan
CENPQ,bsA1,bsA,34,0.583717,Primate
CENPQ,bsA1,bsA,39,1,Great Ape
CENPQ,bsA1,bsA,35,1,Haplorhine
CENPS,bsA1,bsA,11,1,Human
CENPS,bsA1,bsA,40,1,Homo-Pan
CENPS,bsA1,bsA,33,1,Primate
CENPS,bsA1,bsA,38,0.641734,Great Ape
CENPS,bsA1,bsA,34,0.287379,Haplorhine
CENPT,bsA1,bsA,12,0.043174,Human
CENPT,bsA1,bsA,41,0.277379,Homo-Pan
CENPT,bsA1,bsA,34,1,Primate
CENPT,bsA1,bsA,39,0.962828,Great Ape
