gene,branch,p
CRYM,Human,1
CRYZ,Homo-Pan,0.325493805
CRYZ,Haplorhine,1
CRYZ,Primate,1
CRYZ,Great Ape,0.322415946
CRYZ,Human,1
CRYZL1,Haplorhine,1
CRYZL1,Primate,1
CRYZL1,Human,1
CS,Homo-Pan,1
CS,Haplorhine,1
CS,Primate,1
CS,Great Ape,1
CS,Human,1
CSAD,Haplorhine,1
CSAD,Primate,1
CSAD,Great Ape,1
CSAD,Human,1
CSDC2,Haplorhine,1
CSDC2,Primate,1
CSDC2,Great Ape,1
CSDC2,Human,1
CSDE1,Haplorhine,1
CSDE1,Primate,1
CSDE1,Human,1
CSE1L,Homo-Pan,1
CSE1L,Haplorhine,1
CSE1L,Primate,1
CSE1L,Great Ape,1
CSE1L,Human,1
CSF1,Homo-Pan,0.301804967
CSF1,Haplorhine,0.474525422
CSF1,Primate,1
CSF1,Human,1
CSF1R,Haplorhine,0.453052904
CSF1R,Primate,1
CSF1R,Great Ape,1
CSF1R,Human,1
CSF2,Great Ape,1
CSF2,Haplorhine,1
CSF2,Primate,1
CSF2,Human,0.317814493
CSF2RB,Homo-Pan,0.237327673
CSF2RB,Haplorhine,0.489060147
CSF2RB,Primate,1
CSF2RB,Great Ape,0.464374497
CSF2RB,Human,1
CSF3,Haplorhine,0.429240976
CSF3,Primate,1
CSF3,Human,1
CSF3R,Homo-Pan,1
CSF3R,Haplorhine,1
CSF3R,Primate,1
CSF3R,Great Ape,1
CSF3R,Human,1
CSGALNACT1,Haplorhine,1
CSGALNACT1,Primate,1
CSGALNACT1,Great Ape,1
CSGALNACT1,Human,1
CSGALNACT2,Haplorhine,0.489959527
CSGALNACT2,Primate,1
CSGALNACT2,Great Ape,1
CSGALNACT2,Human,1
CSK,Haplorhine,1
CSK,Primate,1
CSK,Human,1
CSKMT,Haplorhine,1
CSKMT,Primate,1
CSKMT,Great Ape,1
CSKMT,Human,1
CSMD1,Homo-Pan,1
CSMD1,Haplorhine,1
CSMD1,Primate,1
CSMD1,Great Ape,1
CSMD1,Human,1
CSMD2,Homo-Pan,1
CSMD2,Haplorhine,1
CSMD2,Primate,1
CSMD2,Great Ape,1
CSMD2,Human,1
CSMD3,Homo-Pan,1
CSMD3,Haplorhine,1
CSMD3,Primate,1
CSMD3,Great Ape,1
CSMD3,Human,1
CSN1S1,Homo-Pan,2.47100869048555e-05
CSN1S1,Primate,0.5
CSN1S1,Haplorhine,1
CSN1S1,Great Ape,1
CSN1S1,Human,0.5
CSN2,Primate,1
CSN2,Primate,0.118018094
CSN2,Primate,0.42416826
CSN2,Human,0.184441279
CSN3,Primate,0.197462694
CSN3,Primate,1
CSN3,Primate,1
CSN3,Human,1
CSNK1A1,Haplorhine,1
CSNK1A1,Primate,1
CSNK1A1,Human,1
CSNK1A1L,Human,0.20727828
CSNK1D,Homo-Pan,1
CSNK1D,Primate,1
CSNK1D,Haplorhine,1
CSNK1D,Great Ape,1
CSNK1D,Human,1
CSNK1E,Homo-Pan,1
CSNK1E,Haplorhine,1
CSNK1E,Primate,1
CSNK1E,Human,1
CSNK1G1,Homo-Pan,1
CSNK1G1,Haplorhine,1
CSNK1G1,Primate,1
CSNK1G1,Human,1
CSNK1G2,Primate,1
CSNK1G2,Haplorhine,1
CSNK1G2,Great Ape,1
CSNK1G2,Human,1
CSNK1G3,Haplorhine,1
CSNK1G3,Primate,1
CSNK1G3,Great Ape,1
CSNK1G3,Human,1
CSNK2A2,Primate,1
CSNK2A2,Primate,1
CSNK2A2,Primate,1
CSNK2A2,Human,1
CSNK2B,Haplorhine,1
CSNK2B,Primate,1
CSNK2B,Human,1
CSNKA2IP,Homo-Pan,0.302869303
CSNKA2IP,Haplorhine,0.43843444
CSNKA2IP,Primate,1
CSNKA2IP,Human,0.447941762
CSPG4,Homo-Pan,1
CSPG4,Haplorhine,0.443007534
CSPG4,Primate,1
CSPG4,Great Ape,1
CSPG4,Human,1
CSPG5,Haplorhine,0.312262677
CSPG5,Primate,1
CSPG5,Great Ape,1
CSPG5,Human,1
CSPP1,Haplorhine,1
CSPP1,Primate,1
CSPP1,Great Ape,1
CSPP1,Human,0.038585767
CSRNP1,Homo-Pan,0.348514418
CSRNP1,Haplorhine,1
CSRNP1,Primate,1
CSRNP1,Great Ape,1
CSRNP1,Human,1
CSRNP2,Homo-Pan,1
CSRNP2,Haplorhine,1
CSRNP2,Primate,1
CSRNP2,Human,1
CSRNP3,Homo-Pan,0.303067355
CSRNP3,Haplorhine,1
CSRNP3,Primate,1
CSRNP3,Great Ape,1
CSRNP3,Human,1
CSRP1,Haplorhine,1
CSRP1,Primate,1
CSRP1,Great Ape,1
CSRP1,Human,1
CSRP2,Homo-Pan,1
CSRP2,Haplorhine,1
CSRP2,Primate,1
CSRP2,Human,1
CSRP3,Primate,1
CSRP3,Primate,1
CSRP3,Human,1
CST11,Primate,1
CST11,Primate,1
CST11,Human,1
CST3,Primate,1
CST3,Haplorhine,1
CST3,Great Ape,1
CST3,Human,1
CST5,Haplorhine,1
CST5,Haplorhine,0.011165707
CST5,Great Ape,1
CST5,Human,1
CST6,Great Ape,1
CST6,Haplorhine,1
CST6,Primate,1
CST6,Human,1
CST7,Haplorhine,0.350203914
CST7,Primate,1
CST7,Great Ape,1
CST7,Human,1
CST8,Primate,1.52317498422483e-05
CST8,Haplorhine,1
CST8,Human,1
CST9,Homo-Pan,1
CST9,Primate,1
CST9,Haplorhine,0.008947413
CST9,Human,0.001741452
CST9L,Homo-Pan,1
CST9L,Great Ape,1
CST9L,Human,0.129772402
CSTA,Haplorhine,1
CSTA,Primate,1
CSTA,Great Ape,1
CSTA,Human,1
CSTB,Haplorhine,0.424208412
CSTB,Human,1
CSTF1,Haplorhine,1
CSTF1,Primate,1
CSTF1,Great Ape,1
CSTF1,Human,1
CSTF2,Homo-Pan,1
CSTF2,Haplorhine,1
CSTF2,Primate,1
CSTF2,Great Ape,1
CSTF2,Human,1
CSTF2T,Homo-Pan,1
CSTF2T,Haplorhine,1
CSTF2T,Primate,1
CSTF2T,Great Ape,1
CSTF2T,Human,1
CSTF3,Homo-Pan,1
CSTF3,Haplorhine,1
CSTF3,Primate,1
CSTF3,Great Ape,1
CSTF3,Human,1
CSTL1,Great Ape,0.5
CSTL1,Primate,1
CSTL1,Haplorhine,1
CSTL1,Great Ape,1
CSTL1,Human,2.19418538893734e-10
CT55,Primate,0.335063006
CT55,Haplorhine,0.498860488
CT55,Great Ape,0.018378996
CT55,Homo-Pan,0.5
CT55,Human,1
CT83,Homo-Pan,0.29813347
CT83,Haplorhine,1
CT83,Human,1
CTAG2,Great Ape,1
CTAG2,Homo-Pan,1
CTAG2,Human,0.5
CTBP1,Primate,0.469466759
CTBP1,Haplorhine,1
CTBP1,Great Ape,1
CTBP1,Homo-Pan,1
CTBP1,Human,1
CTBP2,Homo-Pan,1
CTBP2,Haplorhine,1
CTBP2,Primate,1
CTBP2,Great Ape,1
CTBP2,Human,1
CTBS,Primate,1
CTBS,Human,0.300176229
CTC1,Homo-Pan,0.139653813
CTC1,Haplorhine,1
CTC1,Primate,1
CTC1,Great Ape,1
CTC1,Human,1
CTCF,Haplorhine,1
CTCF,Primate,1
CTCF,Human,1
CTCFL,Homo-Pan,1
CTCFL,Haplorhine,0.431863555
CTCFL,Primate,1
CTCFL,Great Ape,0.483349985
CTCFL,Human,1
CTDNEP1,Haplorhine,1
CTDNEP1,Primate,1
CTDNEP1,Human,1
CTDP1,Homo-Pan,1
CTDP1,Primate,1
CTDP1,Haplorhine,1
CTDP1,Great Ape,1
CTDP1,Human,1
CTDSP1,Haplorhine,1
CTDSP1,Haplorhine,1
CTDSP1,Primate,1
CTDSP1,Human,1
CTDSP2,Haplorhine,1
CTDSP2,Primate,1
CTDSP2,Great Ape,1
CTDSP2,Human,1
CTDSPL,Haplorhine,1
CTDSPL,Primate,1
CTDSPL,Human,1
CTDSPL2,Haplorhine,1
CTDSPL2,Primate,1
CTDSPL2,Human,1
CTF1,Haplorhine,1
CTF1,Primate,1
CTF1,Great Ape,0.333890191
CTF1,Human,1
CTH,Homo-Pan,1
CTH,Haplorhine,1
CTH,Primate,1
CTH,Human,1
CTHRC1,Primate,1
CTHRC1,Primate,1
CTHRC1,Human,1
CTIF,Homo-Pan,1
CTIF,Haplorhine,1
CTIF,Primate,1
CTIF,Great Ape,1
CTIF,Human,1
CTLA4,Haplorhine,1
CTLA4,Primate,1
CTLA4,Human,1
CTNNA1,Homo-Pan,1
CTNNA1,Haplorhine,1
CTNNA1,Primate,1
CTNNA1,Great Ape,1
CTNNA1,Human,1
CTNNA2,Homo-Pan,1
CTNNA2,Haplorhine,1
CTNNA2,Primate,1
CTNNA2,Great Ape,1
CTNNA2,Human,1
CTNNA3,Homo-Pan,1
CTNNA3,Haplorhine,1
CTNNA3,Primate,1
CTNNA3,Great Ape,1
CTNNA3,Human,1
CTNNAL1,Haplorhine,0.419649453
CTNNAL1,Primate,1
CTNNAL1,Great Ape,1
CTNNAL1,Human,1
CTNNB1,Haplorhine,1
CTNNB1,Primate,1
CTNNB1,Great Ape,1
CTNNB1,Human,1
CTNNBIP1,Haplorhine,1
CTNNBIP1,Primate,1
CTNNBIP1,Human,1
CTNNBL1,Primate,1
CTNNBL1,Primate,1
CTNNBL1,Human,1
CTNND1,Homo-Pan,1
CTNND1,Haplorhine,1
CTNND1,Primate,1
CTNND1,Great Ape,1
CTNND1,Human,1
CTNND2,Homo-Pan,1
CTNND2,Haplorhine,1
CTNND2,Primate,1
CTNND2,Great Ape,1
CTNND2,Human,1
CTNS,Homo-Pan,1
CTNS,Haplorhine,1
CTNS,Primate,1
CTNS,Great Ape,1
CTNS,Human,1
CTPS1,Haplorhine,1
CTPS1,Primate,1
CTPS1,Human,1
CTPS2,Haplorhine,1
CTPS2,Primate,1
CTPS2,Great Ape,0.310510058
CTPS2,Human,1
CTR9,Homo-Pan,1
CTR9,Haplorhine,1
CTR9,Primate,1
CTR9,Great Ape,1
CTR9,Human,1
CTRB1,Great Ape,1
CTRB1,Primate,1
CTRB1,Homo-Pan,1
CTRB1,Haplorhine,1
CTRB1,Human,1
CTRB2,Homo-Pan,0.397047155
CTRB2,Haplorhine,1
CTRB2,Primate,1
CTRB2,Great Ape,1
CTRB2,Human,1
CTRC,Homo-Pan,1
CTRC,Haplorhine,1
CTRC,Primate,1
CTRC,Great Ape,1
CTRC,Human,1
CTRL,Homo-Pan,0.313262102
CTRL,Haplorhine,1
CTRL,Primate,1
CTRL,Great Ape,0.390530291
CTRL,Human,0.158938528
CTSA,Great Ape,1
CTSA,Haplorhine,1
CTSA,Primate,1
CTSA,Great Ape,1
CTSA,Human,1
CTSB,Homo-Pan,1
CTSB,Haplorhine,1
CTSB,Primate,1
CTSB,Great Ape,1
CTSB,Human,1
CTSC,Homo-Pan,1
CTSC,Haplorhine,0.452975526
CTSC,Primate,1
CTSC,Human,0.414175458
CTSD,Primate,1
CTSD,Haplorhine,1
CTSD,Great Ape,1
CTSD,Human,1
CTSE,Homo-Pan,1
CTSE,Haplorhine,0.438451956
CTSE,Primate,1
CTSE,Great Ape,1
CTSE,Human,1
CTSF,Homo-Pan,0.143063176
CTSF,Haplorhine,1
CTSF,Primate,1
CTSF,Great Ape,0.353577404
CTSF,Human,1
CTSG,Haplorhine,0.488625387
CTSG,Primate,1
CTSG,Great Ape,0.164390745
CTSG,Human,1
CTSH,Homo-Pan,1
CTSH,Primate,1
CTSH,Haplorhine,1
CTSH,Great Ape,1
CTSH,Human,1
CTSK,Great Ape,1
CTSK,Haplorhine,1
CTSK,Primate,1
CTSK,Great Ape,0
CTSK,Human,1
CTSL,Homo-Pan,1
CTSL,Primate,1
CTSL,Haplorhine,1
CTSL,Great Ape,1
CTSL,Human,1
CTSO,Homo-Pan,1
CTSO,Haplorhine,1
CTSO,Primate,1
CTSO,Great Ape,0.305126147
CTSO,Human,1
CTSS,Homo-Pan,1
CTSS,Haplorhine,0.372378692
CTSS,Primate,1
CTSS,Great Ape,0.218084492
CTSS,Human,1
CTSV,Haplorhine,1
CTSV,Primate,1
CTSV,Great Ape,1
CTSV,Human,0.300603164
CTSW,Homo-Pan,0.318224526
CTSW,Haplorhine,0.393405183
CTSW,Primate,1
CTSW,Great Ape,1
CTSW,Human,1
CTSZ,Homo-Pan,1
CTSZ,Haplorhine,0.46673505
CTSZ,Primate,1
CTSZ,Great Ape,1
CTSZ,Human,1
CTTN,Homo-Pan,1
CTTN,Haplorhine,1
CTTN,Primate,1
CTTN,Great Ape,1
CTTN,Human,1
CTTNBP2,Haplorhine,1
CTTNBP2,Primate,1
CTTNBP2,Great Ape,1
CTTNBP2,Human,1
CTTNBP2NL,Homo-Pan,1
CTTNBP2NL,Haplorhine,1
CTTNBP2NL,Primate,1
CTTNBP2NL,Great Ape,1
CTTNBP2NL,Human,1
CTU1,Primate,1
CTU1,Human,1
CTXN1,Primate,1
CTXN1,Human,1
CTXN2,Haplorhine,1
CTXN2,Primate,1
CTXN2,Human,1
CTXN3,Primate,1
CTXN3,Human,1
CTXND2,Primate,1
CTXND2,Human,1
CUBN,Homo-Pan,1
CUBN,Haplorhine,1
CUBN,Primate,1
CUBN,Great Ape,1
CUBN,Human,1
CUEDC1,Haplorhine,1
CUEDC1,Primate,1
CUEDC1,Great Ape,1
CUEDC1,Human,1
CUEDC2,Haplorhine,0.494303194
CUEDC2,Primate,1
CUEDC2,Great Ape,1
CUEDC2,Human,1
CUL1,Homo-Pan,1
CUL1,Haplorhine,1
CUL1,Primate,1
CUL1,Great Ape,1
CUL1,Human,1
CUL2,Haplorhine,1
CUL2,Primate,1
CUL2,Great Ape,1
CUL2,Human,1
CUL3,Haplorhine,1
CUL3,Primate,1
CUL3,Great Ape,1
CUL3,Human,1
CUL4B,Haplorhine,1
CUL4B,Primate,1
CUL4B,Great Ape,1
CUL4B,Human,1
CUL5,Haplorhine,1
CUL5,Primate,1
CUL5,Great Ape,1
CUL5,Human,1
CUL7,Homo-Pan,1
CUL7,Haplorhine,1
CUL7,Primate,1
CUL7,Great Ape,1
CUL7,Human,1
CUL9,Homo-Pan,1
CUL9,Haplorhine,1
CUL9,Primate,1
CUL9,Great Ape,1
CUL9,Human,1
CUTA,Haplorhine,1
CUTA,Primate,1
CUTA,Human,1
CUTC,Homo-Pan,1
CUTC,Haplorhine,0.40910041
CUTC,Great Ape,1
CUTC,Human,1
CUX1,Homo-Pan,1
CUX1,Haplorhine,1
CUX1,Primate,1
CUX1,Great Ape,0.38101893
CUX1,Human,1
CUX2,Homo-Pan,1
CUX2,Haplorhine,1
CUX2,Primate,1
CUX2,Great Ape,1
CUX2,Human,1
CUZD1,Haplorhine,1
CUZD1,Primate,1
CUZD1,Human,1
CWC15,Homo-Pan,1
CWC15,Haplorhine,1
CWC15,Primate,1
CWC15,Human,1
CWC22,Homo-Pan,1
CWC22,Haplorhine,0.482656029
CWC22,Primate,1
CWC22,Great Ape,1
CWC22,Human,1
CWC25,Homo-Pan,1
CWC25,Haplorhine,1
CWC25,Primate,1
CWC25,Great Ape,1
CWC25,Human,1
CWC27,Homo-Pan,0.320765505
CWC27,Haplorhine,1
CWC27,Primate,1
CWC27,Great Ape,1
CWC27,Human,0.165721915
CWF19L1,Homo-Pan,1
CWF19L1,Haplorhine,1
CWF19L1,Primate,1
CWF19L1,Great Ape,1
CWF19L1,Human,0.095303066
CWF19L2,Homo-Pan,1
CWF19L2,Haplorhine,1
CWF19L2,Primate,1
CWF19L2,Great Ape,1
CWF19L2,Human,1
CWH43,Homo-Pan,0.303954305
CWH43,Haplorhine,1
CWH43,Primate,1
CWH43,Great Ape,1
CWH43,Human,1
CX3CL1,Primate,1
CX3CL1,Primate,1
CX3CL1,Human,1
CX3CR1,Primate,7.43849426498855e-15
CX3CR1,Haplorhine,1
CX3CR1,Great Ape,1
CX3CR1,Homo-Pan,1
CX3CR1,Human,1
CXADR,Haplorhine,0.443327054
CXADR,Primate,1
CXADR,Human,1
CXCL1,Primate,1
CXCL1,Primate,1
CXCL1,Human,1
CXCL10,Human,1
CXCL11,Haplorhine,0.268941345
CXCL11,Primate,1
CXCL11,Human,1
CXCL12,Haplorhine,0.369195681
CXCL12,Primate,1
CXCL12,Human,1
CXCL13,Haplorhine,1
CXCL13,Primate,0.452513728
CXCL13,Human,1
CXCL14,Primate,1
CXCL14,Primate,1
CXCL14,Human,1
CXCL16,Homo-Pan,1
CXCL16,Haplorhine,0.488128403
CXCL16,Primate,1
CXCL16,Great Ape,0.264502153
CXCL16,Human,1
CXCL17,Haplorhine,1
CXCL17,Primate,0.149908738
CXCL17,Human,0.288385753
CXCL5,Homo-Pan,0.328171476
CXCL5,Haplorhine,1
CXCL5,Primate,1
CXCL5,Great Ape,1
CXCL5,Human,1
CXCL6,Primate,0.391289083
CXCL6,Primate,1
CXCL6,Human,1
CXCL8,Primate,1
CXCL8,Human,1
CXCL9,Primate,1
CXCL9,Primate,1
CXCL9,Human,1
CXCR1,Homo-Pan,1
CXCR1,Haplorhine,1
CXCR1,Primate,1
CXCR1,Human,0.268898083
CXCR2,Homo-Pan,1
CXCR2,Haplorhine,1
CXCR2,Primate,1
CXCR2,Great Ape,1
CXCR2,Human,1
CXCR3,Homo-Pan,1
CXCR3,Haplorhine,0.352226979
CXCR3,Primate,1
CXCR3,Great Ape,1
CXCR3,Human,1
CXCR4,Homo-Pan,1
CXCR4,Haplorhine,1
CXCR4,Primate,1
CXCR4,Great Ape,1
CXCR4,Human,1
CXCR5,Homo-Pan,1
CXCR5,Haplorhine,0.485198068
CXCR5,Primate,1
CXCR5,Great Ape,1
CXCR5,Human,1
CXCR6,Haplorhine,0.326914394
CXCR6,Primate,0.448095408
CXCR6,Great Ape,1
CXCR6,Human,0.227065164
CXorf38,Haplorhine,1
CXorf38,Primate,1
CXorf38,Great Ape,1
CXorf38,Human,1
CXorf58,Homo-Pan,0.308177959
CXorf58,Haplorhine,0.145285967
CXorf58,Primate,1
CXorf58,Great Ape,1
CXorf58,Human,0.308235664
CXorf65,Haplorhine,1
CXorf65,Primate,1
CXorf65,Human,0.298745071
CXorf66,Homo-Pan,0.293424154
CXorf66,Haplorhine,1
CXorf66,Primate,0.260514042
CXorf66,Great Ape,0.058707547
CXorf66,Human,1
CXXC1,Haplorhine,1
CXXC1,Primate,1
CXXC1,Great Ape,1
CXXC1,Human,1
CXXC4,Homo-Pan,1
CXXC4,Haplorhine,1
CXXC4,Human,1
CXXC5,Haplorhine,0.484299093
CXXC5,Primate,1
CXXC5,Great Ape,1
CXXC5,Human,1
CYB561,Primate,1
CYB561,Primate,1
CYB561,Human,1
CYB561A3,Homo-Pan,1
CYB561A3,Primate,1
CYB561A3,Haplorhine,1
CYB561A3,Great Ape,1
CYB561A3,Human,1
CYB561D1,Homo-Pan,0.291333387
CYB561D1,Haplorhine,1
CYB561D1,Primate,1
CYB561D1,Human,1
CYB561D2,Haplorhine,1
CYB561D2,Primate,1
CYB561D2,Human,1
CYB5A,Haplorhine,1
CYB5A,Primate,1
CYB5A,Great Ape,0.309149519
CYB5A,Human,1
CYB5B,Great Ape,0.289303423
CYB5B,Haplorhine,0.421624009
CYB5B,Primate,1
CYB5B,Human,1
CYB5D1,Haplorhine,1
CYB5D1,Primate,1
CYB5D1,Great Ape,1
CYB5D1,Human,1
CYB5D2,Homo-Pan,1
CYB5D2,Haplorhine,1
CYB5D2,Primate,1
CYB5D2,Great Ape,1
CYB5D2,Human,1
CYB5R1,Haplorhine,1
CYB5R1,Primate,1
CYB5R1,Great Ape,1
CYB5R1,Human,1
CYB5R2,Haplorhine,0.484383571
CYB5R2,Primate,1
CYB5R2,Great Ape,1
CYB5R2,Human,1
CYB5R3,Haplorhine,1
CYB5R3,Primate,1
CYB5R3,Great Ape,1
CYB5R3,Human,0.048357729
CYB5R4,Homo-Pan,0.307748233
CYB5R4,Haplorhine,0.197181939
CYB5R4,Primate,1
CYB5R4,Human,1
CYB5RL,Homo-Pan,1
CYB5RL,Haplorhine,1
CYB5RL,Primate,1
CYB5RL,Human,1
CYBA,Primate,1
CYBA,Haplorhine,1
CYBA,Great Ape,1
CYBA,Human,1
CYBB,Haplorhine,1
CYBB,Primate,1
CYBB,Great Ape,0.451324581
CYBB,Human,1
CYBC1,Homo-Pan,0.5
CYBC1,Primate,1
CYBC1,Haplorhine,1
CYBC1,Great Ape,1
CYBC1,Human,1
CYBRD1,Haplorhine,1
CYBRD1,Primate,1
CYBRD1,Great Ape,1
CYBRD1,Human,0.3018458
CYC1,Great Ape,1
CYC1,Haplorhine,0.462354951
CYC1,Primate,1
CYC1,Great Ape,1
CYC1,Human,1
CYFIP1,Homo-Pan,1
CYFIP1,Haplorhine,1
CYFIP1,Primate,1
CYFIP1,Great Ape,1
CYFIP1,Human,1
CYFIP2,Homo-Pan,1
CYFIP2,Haplorhine,1
CYFIP2,Primate,1
CYFIP2,Great Ape,1
CYFIP2,Human,1
CYGB,Primate,0.352686029
CYGB,Primate,1
CYGB,Human,1
CYLC1,Homo-Pan,0.108747198
CYLC1,Haplorhine,0.086196831
CYLC1,Primate,0.330221978
CYLC1,Great Ape,1
CYLC1,Human,1
CYLD,Homo-Pan,1
CYLD,Haplorhine,1
CYLD,Primate,1
CYLD,Great Ape,1
CYLD,Human,1
CYP11A1,Homo-Pan,0.369261934
CYP11A1,Haplorhine,0.39006289
CYP11A1,Primate,1
CYP11A1,Human,1
CYP11B1,Haplorhine,1
CYP11B1,Haplorhine,1
CYP11B1,Great Ape,1
CYP11B1,Homo-Pan,1
CYP11B1,Human,1
CYP11B2,Primate,1
CYP11B2,Haplorhine,0.429511978
CYP11B2,Great Ape,1
CYP11B2,Homo-Pan,1
CYP11B2,Human,1
CYP17A1,Homo-Pan,0.322905717
CYP17A1,Haplorhine,1
CYP17A1,Primate,1
CYP17A1,Great Ape,0.5
CYP17A1,Human,1
CYP19A1,Homo-Pan,1
CYP19A1,Haplorhine,1
CYP19A1,Primate,1
CYP19A1,Human,1
CYP1A1,Homo-Pan,1
CYP1A1,Primate,1
CYP1A1,Haplorhine,1
CYP1A1,Great Ape,1
CYP1A1,Human,1
CYP1A2,Homo-Pan,0.47120204
CYP1A2,Primate,1
CYP1A2,Haplorhine,1
CYP1A2,Great Ape,1
CYP1A2,Human,1
CYP1B1,Homo-Pan,1
CYP1B1,Haplorhine,0.347957471
CYP1B1,Primate,1
CYP1B1,Great Ape,1
CYP1B1,Human,0.304746704
CYP20A1,Homo-Pan,1
CYP20A1,Haplorhine,1
CYP20A1,Primate,1
CYP20A1,Great Ape,0.319686229
CYP20A1,Human,1
CYP21A2,Haplorhine,1
CYP21A2,Primate,1
CYP21A2,Great Ape,1
CYP21A2,Human,1
CYP24A1,Homo-Pan,0.298504789
CYP24A1,Haplorhine,1
CYP24A1,Primate,1
CYP24A1,Human,1
CYP26A1,Haplorhine,1
CYP26A1,Primate,1
CYP26A1,Great Ape,1
CYP26A1,Human,0.350629614
CYP26B1,Homo-Pan,1
CYP26B1,Haplorhine,1
CYP26B1,Primate,1
CYP26B1,Great Ape,0.456856006
CYP26B1,Human,1
CYP26C1,Haplorhine,1
CYP26C1,Primate,1
CYP26C1,Great Ape,1
CYP26C1,Human,1
CYP27A1,Haplorhine,1
CYP27A1,Primate,1
CYP27A1,Great Ape,1
CYP27A1,Human,1
CYP27B1,Homo-Pan,1
CYP27B1,Haplorhine,1
CYP27B1,Primate,1
CYP27B1,Great Ape,0.339412872
CYP27B1,Human,1
CYP27C1,Homo-Pan,1
CYP27C1,Primate,1
CYP27C1,Haplorhine,1
CYP27C1,Great Ape,0.5
CYP27C1,Human,1
CYP2A13,Haplorhine,1
CYP2A13,Primate,1
CYP2A13,Great Ape,1
CYP2A13,Human,1
CYP2B6,Homo-Pan,1
CYP2B6,Haplorhine,1
CYP2B6,Primate,1
CYP2B6,Great Ape,0.463480029
CYP2B6,Human,1
CYP2C18,Primate,1
CYP2C18,Haplorhine,1
CYP2C18,Human,1
CYP2C19,Primate,1
CYP2C19,Haplorhine,1
CYP2C19,Human,1
CYP2C8,Primate,1
CYP2C8,Haplorhine,1
CYP2C8,Great Ape,0.5
CYP2C8,Human,1
CYP2C9,Homo-Pan,0.466930892
CYP2C9,Primate,1
CYP2C9,Haplorhine,1
CYP2C9,Great Ape,1
CYP2C9,Human,1
CYP2D6,Homo-Pan,1
CYP2D6,Primate,1
CYP2D6,Haplorhine,1
CYP2D6,Great Ape,1
CYP2D6,Human,1
CYP2E1,Homo-Pan,1
CYP2E1,Primate,1
CYP2E1,Haplorhine,1
CYP2E1,Great Ape,0.5
CYP2E1,Human,1
CYP2F1,Primate,1
CYP2F1,Haplorhine,1
CYP2F1,Great Ape,1
CYP2F1,Great Ape,0.006366478
CYP2F1,Human,1
CYP2J2,Homo-Pan,0.301262114
CYP2J2,Haplorhine,1
CYP2J2,Primate,1
CYP2J2,Great Ape,1
CYP2J2,Human,1
CYP2R1,Primate,1
CYP2R1,Primate,1
CYP2R1,Human,1
CYP2S1,Homo-Pan,1
CYP2S1,Haplorhine,1
CYP2S1,Primate,1
CYP2S1,Human,1
CYP2U1,Haplorhine,1
CYP2U1,Primate,1
CYP2U1,Human,1
CYP2W1,Primate,1
CYP2W1,Haplorhine,1
CYP2W1,Great Ape,1
CYP2W1,Homo-Pan,0.386573717
CYP2W1,Human,1
CYP39A1,Homo-Pan,1
CYP39A1,Haplorhine,0.407529838
CYP39A1,Primate,1
CYP39A1,Great Ape,1
CYP39A1,Human,0.202849529
CYP3A4,Homo-Pan,1
CYP3A4,Primate,1
CYP3A4,Haplorhine,1
CYP3A4,Great Ape,1
CYP3A4,Human,1
CYP3A43,Primate,1
CYP3A43,Primate,1
CYP3A43,Primate,1
CYP3A43,Human,1
CYP3A7,Primate,0.09947061
CYP3A7,Primate,1
CYP3A7,Primate,0.5
CYP3A7,Human,1
CYP46A1,Haplorhine,1
CYP46A1,Primate,1
CYP46A1,Human,1
CYP4B1,Haplorhine,1
CYP4B1,Primate,1
CYP4B1,Great Ape,1
CYP4B1,Human,1
CYP4F12,Primate,1
CYP4F12,Haplorhine,1
CYP4F12,Great Ape,1
CYP4F12,Human,1
CYP4F22,Primate,1
CYP4F22,Haplorhine,1
CYP4F22,Great Ape,1
CYP4F22,Homo-Pan,1
CYP4F22,Human,1
CYP4F3,Homo-Pan,1
CYP4F3,Primate,1
CYP4F3,Haplorhine,1
CYP4F3,Great Ape,1
CYP4F3,Human,1
CYP4F8,Primate,1
CYP4F8,Haplorhine,1
CYP4F8,Great Ape,1
CYP4F8,Homo-Pan,1
CYP4F8,Human,1
CYP4V2,Haplorhine,1
CYP4V2,Primate,1
CYP4V2,Great Ape,1
CYP4V2,Human,1
CYP4X1,Haplorhine,0.463512471
CYP4X1,Primate,1
CYP4X1,Great Ape,1
CYP4X1,Human,1
CYP51A1,Haplorhine,1
CYP51A1,Primate,1
CYP51A1,Human,1
CYP7A1,Homo-Pan,1
CYP7A1,Haplorhine,1
CYP7A1,Primate,1
CYP7A1,Great Ape,1
CYP7A1,Human,1
CYP7B1,Haplorhine,0.078408173
CYP7B1,Primate,1
CYP7B1,Great Ape,0.095390404
CYP7B1,Human,1
CYP8B1,Homo-Pan,1
CYP8B1,Primate,1
CYP8B1,Haplorhine,1
CYP8B1,Great Ape,1
CYP8B1,Human,1
CYREN,Primate,0.158627761
CYREN,Human,1
CYS1,Primate,0.325759497
CYS1,Primate,1
CYS1,Human,0.245969656
CYSLTR1,Haplorhine,1
CYSLTR1,Primate,1
CYSLTR1,Human,1
CYSLTR2,Homo-Pan,0.244992667
CYSLTR2,Haplorhine,0.379791251
CYSLTR2,Primate,1
CYSLTR2,Great Ape,0.392313318
CYSLTR2,Human,0.116317459
CYSRT1,Haplorhine,1
